N	Z	P1n	P2n	P3n
180	90	27.2	68.45	1.07
181	90	2.05	93.73	1.61
182	90	5.15	89.34	1.94
183	90	2.15	93.01	3
184	90	2.99	73.7	20.35
185	90	2.56	3.08	83.81
186	90	8.98	2.54	88.48
187	90	85.9	0	0
188	90	12.9	87.1	0
189	90	97.57	0	0
190	90	14.63	84.05	0
191	90	0.78	16.63	81.86
192	90	4.39	5.85	88.79
193	90	0.47	5.96	91.45
194	90	4.29	2.83	91.39
195	90	1.53	5.32	92.78
196	90	2.68	3.48	92.84
197	90	0.13	2.96	95.15
198	90	3.2	0.36	96.44
199	90	0.01	3	96
200	90	1.68	0	98.32
201	90	100	0	0
202	90	100	0	0
203	90	99.35	0	0
204	90	1.15	98.85	0
205	90	97.64	0	0
206	90	4.05	95.95	0
207	90	97.13	0	0
208	90	0	100	0
209	90	100	0	0
139	91	0	0	0
141	91	0	0	0
142	91	0	0	0
143	91	0	0	0
144	91	0	0	0
145	91	0	0	0
146	91	0	0	0
147	91	0	0	0
148	91	0	0	0
149	91	0	0	0
150	91	0	0	0
151	91	0	0	0
152	91	0	0	0
153	91	0.01	0	0
154	91	7.98	0	0
155	91	12.1	0	0
156	91	32.26	0	0
157	91	19.64	0	0
158	91	39.31	0	0
159	91	27.93	0	0
160	91	35.94	0	0
161	91	34.18	0	0
162	91	50.66	0	0
163	91	62.52	0.06	0
164	91	75.25	0	0
165	91	71.35	9.82	0
166	91	89.6	0.19	0
167	91	70.79	20.85	0
168	91	90.55	0.15	0
169	91	64.3	27.72	0
170	91	90.7	1.4	0
171	91	50.92	40.82	0
172	91	90.3	0.93	0
173	91	62.09	27.78	0.01
174	91	79.96	16.98	0.05
175	91	20.93	75	0.11
176	91	37.52	56.72	1.01
177	91	6.74	87.14	0.41
178	91	20.9	75.48	0.67
179	91	3.82	92.55	1.14
180	91	7.88	50.87	39.53
181	91	2.85	44.12	50.84
182	91	7.74	2.82	87.64
183	91	2.48	4.97	90.8
184	91	5.5	2.67	89.96
185	91	8.63	5.77	83.43
186	91	7.57	7.44	84.99
187	91	99.21	0	0
188	91	2.82	97.18	0
189	91	97.15	0	0
190	91	7.89	91.44	0
191	91	0.93	13.57	84.87
192	91	3.33	2.15	93.73
193	91	0.7	4.24	93.49
194	91	1.38	2.37	94.99
195	91	0.29	3.12	95.32
196	91	0.89	1.54	96.16
197	91	1.31	2.04	96.56
198	91	2.15	0.12	97.73
199	91	0	2.45	97.44
200	91	0.35	0	99.65
201	91	99.99	0	0
202	91	0	100	0
203	91	99.94	0	0
204	91	1.08	98.92	0
205	91	99.93	0	0
206	91	0	100	0
207	91	97.52	0	0
208	91	2.04	97.96	0
209	91	99.98	0	0
210	91	0.11	99.84	0
211	91	0	0	99.95
142	92	0	0	0
143	92	0	0	0
145	92	0	0	0
146	92	0	0	0
147	92	0	0	0
148	92	0	0	0
149	92	0	0	0
150	92	0	0	0
151	92	0	0	0
152	92	0	0	0
153	92	0	0	0
154	92	0	0	0
155	92	0	0	0
156	92	0	0	0
157	92	0	0	0
158	92	0	0	0
159	92	0	0	0
160	92	0	0	0
161	92	0.18	0	0
162	92	0.64	0	0
163	92	5.88	0	0
164	92	16.85	0	0
165	92	30.05	0	0
166	92	38.52	0	0
167	92	59.89	0	0
168	92	35.71	0	0
169	92	57.62	0	0
170	92	58.02	0	0
171	92	76.84	0.04	0
172	92	55.99	0	0
173	92	58.61	0.15	0
174	92	94.05	0.02	0
175	92	65.37	22.09	0
176	92	84.7	0.06	0
177	92	84.96	0.97	0
178	92	88.02	0.36	0
179	92	58.13	37.49	0.01
180	92	85.22	9.33	0.21
181	92	3.1	92.23	0.52
182	92	55.98	37.76	0.68
183	92	2.95	93	0.87
184	92	13.26	81.14	1.39
185	92	3.34	19.68	65.4
186	92	6.62	3.53	85.06
187	92	0.37	9.76	73.83
188	92	23.44	3.06	67.85
189	92	14.83	23.41	60.41
190	92	20.98	20.26	56.34
191	92	5.93	23.53	68.93
192	92	15.95	11.22	71.57
193	92	2.46	17.82	77.65
194	92	9.65	7.55	81.33
195	92	2.2	11.05	84.98
196	92	6.02	4.05	88.09
197	92	1.14	10.52	86.78
198	92	3.66	2.91	93.42
199	92	98.86	0	0
200	92	2.8	97.2	0
201	92	99.56	0	0
202	92	4.45	93.85	0
203	92	1.55	3.82	89.4
204	92	3.69	1.16	92.35
205	92	0.01	6.63	92.29
206	92	2.33	0.23	97.44
207	92	98.84	0	0
208	92	1.83	97.26	0
209	92	0.06	4.15	95.53
210	92	5.01	0.69	94.31
211	92	96.84	0	0
212	92	0	100	0
213	92	100	0	0
