N_stab	Z_stab	N	Z	N_P	Z_P	P1n	P2n	P3n	Ele_MOE
0	0	134	85	141	69	0.51	13.41	85.15	Tm
0	0	133	86	142	69	2.68	7.48	89.34	Tm
0	0	132	87	143	69	0.63	10.51	87.82	Tm
0	0	131	88	144	69	2.13	2.61	94.77	Tm
0	0	130	89	145	69	0.7	6.03	92.82	Tm
0	0	129	90	146	69	2	2.08	95.31	Tm
0	0	128	91	147	69	0.44	5.22	93.61	Tm
0	0	127	92	148	69	1.59	0.93	96.63	Tm
0	0	126	93	149	69	0.42	1.61	97.27	Tm
0	0	138	82	150	69	1.76	0.66	97.39	Tm
0	0	137	83	151	69	0.29	1.65	97.91	Tm
0	0	136	84	152	69	1.33	0.55	97.51	Tm
0	0	135	85	153	69	0.5	1.63	96.36	Tm
0	0	134	86	154	69	2.67	0.03	97.29	Tm
0	0	133	87	155	69	99.92	0	0	Tm
0	0	132	88	156	69	2.66	97.34	0	Tm
0	0	131	89	157	69	99.92	0	0	Tm
0	0	130	90	158	69	3.26	96.74	0	Tm
0	0	129	91	159	69	99.92	0	0	Tm
0	0	128	92	160	69	3.39	96.61	0	Tm
0	0	127	93	161	69	99.93	0	0	Tm
0	0	138	83	98	70	0	0	0	Yb
0	0	137	84	100	70	0	0	0	Yb
0	0	136	85	101	70	0	0	0	Yb
0	0	135	86	102	70	0	0	0	Yb
0	0	134	87	103	70	0	0	0	Yb
0	0	133	88	104	70	0	0	0	Yb
0	0	132	89	105	70	0	0	0	Yb
0	0	131	90	106	70	0	0	0	Yb
0	0	130	91	107	70	0	0	0	Yb
0	0	129	92	108	70	0	0	0	Yb
0	0	128	93	109	70	0	0	0	Yb
0	0	139	83	110	70	0	0	0	Yb
0	0	138	84	111	70	0	0	0	Yb
0	0	137	85	112	70	0	0	0	Yb
0	0	136	86	113	70	0	0	0	Yb
0	0	135	87	114	70	0	0	0	Yb
0	0	134	88	115	70	0	0	0	Yb
0	0	133	89	116	70	0	0	0	Yb
0	0	132	90	117	70	0.02	0	0	Yb
0	0	131	91	118	70	0.31	0	0	Yb
0	0	130	92	119	70	1.54	0	0	Yb
0	0	129	93	120	70	1.15	0	0	Yb
0	0	140	83	121	70	0.95	0	0	Yb
0	0	139	84	122	70	2.87	0	0	Yb
0	0	138	85	123	70	3.73	0	0	Yb
0	0	137	86	124	70	3.95	0	0	Yb
0	0	136	87	125	70	6.99	0	0	Yb
0	0	135	88	126	70	5.09	0	0	Yb
0	0	134	89	127	70	89.01	0.48	0	Yb
0	0	133	90	128	70	76.49	5.4	0	Yb
0	0	132	91	129	70	8.73	80.55	1.29	Yb
0	0	131	92	130	70	13.64	61.69	18.03	Yb
0	0	130	93	131	70	3.38	75.57	17.11	Yb
0	0	141	83	132	70	26.8	44.09	24.24	Yb
0	0	140	84	133	70	4.16	80.14	11.28	Yb
0	0	139	85	134	70	42.33	48.49	5.65	Yb
0	0	138	86	135	70	10.18	78.79	7.37	Yb
0	0	137	87	136	70	38.89	50.93	6.54	Yb
0	0	136	88	137	70	21.69	62.44	7.32	Yb
0	0	135	89	138	70	41.4	49.27	6.18	Yb
0	0	134	90	139	70	14.79	73.59	8.33	Yb
0	0	133	91	140	70	37.45	50.83	9.11	Yb
0	0	132	92	141	70	4.78	75.71	17.36	Yb
0	0	131	93	142	70	25.35	54.04	18.5	Yb
0	0	141	84	143	70	3.7	46.95	42.61	Yb
0	0	140	85	144	70	13.3	32.78	52.19	Yb
0	0	139	86	145	70	5.19	31.38	61.88	Yb
0	0	138	87	146	70	11.38	22.15	64.81	Yb
0	0	137	88	147	70	3.83	19.61	75.45	Yb
0	0	136	89	148	70	6.46	11.01	81.13	Yb
0	0	135	90	149	70	1.56	16.25	81.31	Yb
0	0	134	91	150	70	4.63	6.4	87.87	Yb
0	0	133	92	151	70	0.7	6.27	92.54	Yb
0	0	132	93	152	70	1.9	2.38	94.54	Yb
0	0	142	84	153	70	0.79	3.73	94.04	Yb
0	0	141	85	154	70	1.82	0.78	96.58	Yb
0	0	140	86	155	70	0.01	1.91	96.9	Yb
0	0	139	87	156	70	2.23	0.09	97.67	Yb
0	0	138	88	157	70	0	1.31	97.86	Yb
0	0	137	89	158	70	2.23	0	97.77	Yb
0	0	136	90	159	70	99.71	0	0	Yb
0	0	135	91	160	70	2.05	97.95	0	Yb
0	0	134	92	161	70	99.58	0	0	Yb
0	0	133	93	162	70	1.71	98.29	0	Yb
0	0	143	84	163	70	98.7	0	0	Yb
0	0	142	85	164	70	0	100	0	Yb
0	0	141	86	103	71	0	0	0	Lu
0	0	140	87	104	71	0	0	0	Lu
0	0	139	88	105	71	0	0	0	Lu
0	0	138	89	106	71	0	0	0	Lu
0	0	137	90	107	71	0	0	0	Lu
0	0	136	91	108	71	0	0	0	Lu
0	0	135	92	109	71	0	0	0	Lu
0	0	134	93	110	71	0	0	0	Lu
0	0	143	85	111	71	0	0	0	Lu
0	0	142	86	112	71	0	0	0	Lu
0	0	141	87	113	71	0	0	0	Lu
0	0	140	88	114	71	0	0	0	Lu
0	0	139	89	115	71	0	0	0	Lu
0	0	138	90	116	71	0.11	0	0	Lu
0	0	137	91	117	71	0.14	0	0	Lu
0	0	136	92	118	71	4.54	0	0	Lu
0	0	135	93	119	71	6	0	0	Lu
0	0	134	94	120	71	8.78	0	0	Lu
0	0	144	85	121	71	6.38	0	0	Lu
0	0	143	86	122	71	13.21	0	0	Lu
0	0	142	87	123	71	13.01	0	0	Lu
0	0	141	88	124	71	13.65	0	0	Lu
0	0	140	89	125	71	11.69	0	0	Lu
0	0	139	90	126	71	12.22	0	0	Lu
0	0	138	91	127	71	87.24	2.93	0	Lu
0	0	137	92	128	71	83.23	11.97	0	Lu
0	0	136	93	129	71	4.83	88.03	2.83	Lu
0	0	135	94	130	71	12.56	53.55	31.46	Lu
0	0	144	86	131	71	1.28	62.45	33.89	Lu
0	0	143	87	132	71	7.55	26.88	63.95	Lu
0	0	142	88	133	71	2.18	48.05	47.22	Lu
0	0	141	89	134	71	10.34	37.97	50.41	Lu
0	0	140	90	135	71	1.98	69.91	25.54	Lu
0	0	139	91	136	71	9.72	37.77	51.06	Lu
0	0	138	92	137	71	6.17	64.92	27.33	Lu
0	0	137	93	138	71	12.95	36.93	48.8	Lu
0	0	136	94	139	71	3.45	63.62	31.39	Lu
0	0	135	95	140	71	9.75	37.33	51.66	Lu
0	0	145	86	141	71	1.93	44.63	51.89	Lu
0	0	144	87	142	71	8.56	26.99	63.39	Lu
0	0	143	88	143	71	5.8	23.95	68.22	Lu
0	0	142	89	144	71	4.28	12.83	81.71	Lu
0	0	141	90	145	71	1.04	20.15	77.44	Lu
0	0	140	91	146	71	3.57	7.95	87.13	Lu
0	0	139	92	147	71	0.56	7.98	90.01	Lu
0	0	138	93	148	71	2.41	4.94	91.21	Lu
0	0	137	94	149	71	0.46	8.15	90.03	Lu
0	0	136	95	150	71	1.94	1.69	94.58	Lu
0	0	145	87	151	71	0.54	2.3	96.47	Lu
0	0	144	88	152	71	1.49	1.07	96.76	Lu
0	0	143	89	153	71	0.98	3.39	95.04	Lu
0	0	142	90	154	71	1.6	1.01	97.38	Lu
0	0	141	91	155	71	0.04	1.5	97.35	Lu
0	0	140	92	156	71	1.36	0.02	98.62	Lu
0	0	139	93	157	71	99.42	0	0	Lu
0	0	138	94	158	71	1.26	98.74	0	Lu
0	0	137	95	159	71	0	0.73	99.12	Lu
0	0	136	96	160	71	0.61	0	99.39	Lu
0	0	146	87	161	71	0	0.75	99.19	Lu
0	0	145	88	162	71	0.38	0	99.62	Lu
0	0	144	89	163	71	99.93	0	0	Lu
0	0	143	90	164	71	0.11	99.89	0	Lu
0	0	142	91	165	71	99.95	0	0	Lu
0	0	141	92	166	71	0	100	0	Lu
0	0	140	93	102	72	0	0	0	Hf
0	0	139	94	104	72	0	0	0	Hf
0	0	138	95	105	72	0	0	0	Hf
0	0	137	96	106	72	0	0	0	Hf
0	0	146	88	107	72	0	0	0	Hf
0	0	145	89	108	72	0	0	0	Hf
0	0	144	90	109	72	0	0	0	Hf
0	0	143	91	110	72	0	0	0	Hf
0	0	142	92	111	72	0	0	0	Hf
0	0	141	93	112	72	0	0	0	Hf
0	0	140	94	113	72	0	0	0	Hf
0	0	139	95	114	72	0	0	0	Hf
0	0	138	96	115	72	0	0	0	Hf
0	0	137	97	116	72	0	0	0	Hf
0	0	147	88	117	72	0	0	0	Hf
0	0	146	89	118	72	0	0	0	Hf
0	0	145	90	119	72	0	0	0	Hf
0	0	144	91	120	72	0	0	0	Hf
0	0	143	92	121	72	0	0	0	Hf
0	0	142	93	122	72	0	0	0	Hf
0	0	141	94	123	72	0.02	0	0	Hf
0	0	140	95	124	72	0.19	0	0	Hf
0	0	139	96	125	72	0.99	0	0	Hf
0	0	138	97	126	72	1.38	0	0	Hf
0	0	147	89	127	72	66.36	0	0	Hf
0	0	146	90	128	72	57.19	0.22	0	Hf
0	0	145	91	129	72	17.65	52.92	0	Hf
0	0	144	92	130	72	38.46	38.53	1.33	Hf
0	0	143	93	131	72	55.53	37.22	0.98	Hf
0	0	142	94	132	72	66.79	23.37	2.29	Hf
0	0	141	95	133	72	49.17	42.37	1.16	Hf
0	0	140	96	134	72	79.46	13.87	1.38	Hf
0	0	139	97	135	72	35.89	57.4	1.67	Hf
0	0	148	89	136	72	80.45	14.06	1.34	Hf
0	0	147	90	137	72	31.25	49.74	1.34	Hf
0	0	146	91	138	72	81.27	12.78	1.77	Hf
0	0	145	92	139	72	37.94	53.53	1.66	Hf
0	0	144	93	140	72	78.32	16.21	1.97	Hf
0	0	143	94	141	72	28.95	64.7	2.91	Hf
0	0	142	95	142	72	67.39	26.27	3.02	Hf
0	0	141	96	143	72	12.8	72.21	5.24	Hf
0	0	140	97	144	72	40.69	51.64	5.43	Hf
0	0	139	98	145	72	13.26	74.21	8.26	Hf
0	0	148	90	146	72	27.39	59.26	11.33	Hf
0	0	147	91	147	72	4.81	64.81	28.89	Hf
0	0	146	92	148	72	18.14	47.19	32.86	Hf
0	0	145	93	149	72	7.86	43.06	47.95	Hf
0	0	144	94	150	72	11.43	27.94	59.02	Hf
0	0	143	95	151	72	1.41	20.12	77.6	Hf
0	0	142	96	152	72	6.98	11.58	79.95	Hf
0	0	141	97	153	72	3.06	10.8	84.07	Hf
0	0	140	98	154	72	3.18	4.35	91.73	Hf
0	0	149	90	155	72	0.09	4.36	94.22	Hf
0	0	148	91	156	72	1.99	0.21	96.93	Hf
0	0	147	92	157	72	0.41	3.86	94.8	Hf
0	0	146	93	158	72	1.64	0.54	96.57	Hf
0	0	145	94	159	72	0.44	1.78	97.06	Hf
0	0	144	95	160	72	1.57	1.15	96.12	Hf
0	0	143	96	161	72	0.67	1.81	97.11	Hf
0	0	142	97	162	72	1.8	0.98	96.95	Hf
0	0	141	98	163	72	0.02	1.47	98.21	Hf
0	0	140	99	164	72	1.4	0.2	98.4	Hf
0	0	149	91	165	72	99.34	0	0	Hf
0	0	148	92	166	72	0	100	0	Hf
0	0	147	93	167	72	99.81	0	0	Hf
0	0	146	94	168	72	0	100	0	Hf
0	0	145	95	107	73	0	0	0	Ta
0	0	144	96	108	73	0	0	0	Ta
0	0	143	97	109	73	0	0	0	Ta
0	0	142	98	110	73	0	0	0	Ta
0	0	141	99	111	73	0	0	0	Ta
0	0	150	91	112	73	0	0	0	Ta
0	0	149	92	113	73	0	0	0	Ta
0	0	148	93	114	73	0	0	0	Ta
0	0	147	94	115	73	0	0	0	Ta
0	0	146	95	116	73	0	0	0	Ta
0	0	145	96	117	73	0	0	0	Ta
0	0	144	97	118	73	0	0	0	Ta
0	0	143	98	119	73	0.07	0	0	Ta
0	0	142	99	120	73	0.62	0	0	Ta
0	0	141	100	121	73	0.04	0	0	Ta
0	0	150	92	122	73	0.79	0	0	Ta
0	0	149	93	123	73	0.71	0	0	Ta
0	0	148	94	124	73	2.45	0	0	Ta
0	0	147	95	125	73	1.76	0	0	Ta
0	0	146	96	126	73	3.99	0	0	Ta
0	0	145	97	127	73	69.82	0.13	0	Ta
0	0	144	98	128	73	89.45	1.45	0	Ta
0	0	143	99	129	73	30.22	62.09	0	Ta
0	0	142	100	130	73	64.29	28.71	2.71	Ta
0	0	151	92	131	73	4.11	91.6	1.92	Ta
0	0	150	93	132	73	26.36	58.22	13.11	Ta
0	0	149	94	133	73	6.04	87.06	4.72	Ta
0	0	148	95	134	73	26.19	53.59	16.81	Ta
0	0	147	96	135	73	23.93	70.65	2.8	Ta
0	0	146	97	136	73	45.11	46.27	6.23	Ta
0	0	145	98	137	73	21.54	72.74	2.94	Ta
0	0	144	99	138	73	32.93	57.6	7.35	Ta
0	0	143	100	139	73	13.51	79.86	4.38	Ta
0	0	151	93	140	73	34.38	58.4	5.6	Ta
0	0	150	94	141	73	4.19	86.76	6.77	Ta
0	0	149	95	142	73	25.07	64.2	9.48	Ta
0	0	148	96	143	73	8.02	74.79	13.44	Ta
0	0	147	97	144	73	15.33	53.32	30.44	Ta
0	0	146	98	145	73	5.59	59.24	33.88	Ta
0	0	145	99	146	73	10.24	32.52	56.47	Ta
0	0	144	100	147	73	1	41.78	56.33	Ta
0	0	152	93	148	73	8.45	21.75	69.23	Ta
0	0	151	94	149	73	0.74	30.9	67.66	Ta
0	0	150	95	150	73	4.9	10.58	84.01	Ta
0	0	149	96	151	73	0.44	10.9	88.01	Ta
0	0	148	97	152	73	2.06	7.26	90.16	Ta
0	0	147	98	153	73	0.42	6.58	92.27	Ta
0	0	146	99	154	73	1.44	1.42	96.8	Ta
0	0	145	100	155	73	0.54	3.51	95.71	Ta
0	0	144	101	156	73	1.07	0.58	98.07	Ta
0	0	152	94	157	73	0.44	2.34	96.97	Ta
0	0	151	95	158	73	1.07	0.51	98.16	Ta
0	0	150	96	159	73	0.3	1.09	98.38	Ta
0	0	149	97	160	73	0.94	0.62	98.17	Ta
0	0	148	98	161	73	0.25	0.97	98.61	Ta
0	0	147	99	162	73	1.45	1.11	96.85	Ta
0	0	146	100	163	73	0.06	2.12	97.71	Ta
0	0	145	101	164	73	1.57	0.56	97.87	Ta
0	0	153	94	165	73	99.93	0	0	Ta
0	0	152	95	166	73	0.18	99.82	0	Ta
0	0	151	96	167	73	99.93	0	0	Ta
0	0	150	97	168	73	0	100	0	Ta
0	0	149	98	169	73	100	0	0	Ta
0	0	148	99	170	73	100	0	0	Ta
0	0	147	100	106	74	0	0	0	W
0	0	146	101	108	74	0	0	0	W
0	0	153	95	109	74	0	0	0	W
0	0	152	96	110	74	0	0	0	W
0	0	151	97	111	74	0	0	0	W
0	0	150	98	112	74	0	0	0	W
0	0	149	99	113	74	0	0	0	W
0	0	148	100	114	74	0	0	0	W
0	0	147	101	115	74	0	0	0	W
0	0	146	102	116	74	0	0	0	W
0	0	154	95	117	74	0	0	0	W
0	0	153	96	118	74	0	0	0	W
0	0	152	97	119	74	0	0	0	W
0	0	151	98	120	74	0	0	0	W
0	0	150	99	121	74	0	0	0	W
0	0	149	100	122	74	0	0	0	W
0	0	148	101	123	74	0	0	0	W
0	0	147	102	124	74	0	0	0	W
0	0	154	96	125	74	0	0	0	W
0	0	153	97	126	74	0	0	0	W
0	0	152	98	127	74	20.12	0	0	W
0	0	151	99	128	74	18.69	0	0	W
0	0	150	100	129	74	23.94	8.45	0	W
0	0	149	101	130	74	46.11	1.61	0	W
0	0	148	102	131	74	55.69	8.77	0	W
0	0	155	96	132	74	82.15	2.74	0.01	W
0	0	154	97	133	74	55.77	13.11	0.02	W
0	0	153	98	134	74	89.32	2.36	0.02	W
0	0	152	99	135	74	50.22	14.6	0.03	W
0	0	151	100	136	74	92.24	1.94	0.06	W
0	0	150	101	137	74	53.21	20.58	0.09	W
0	0	149	102	138	74	88.18	2.6	0.12	W
0	0	148	103	139	74	59.79	24.41	0.2	W
0	0	156	96	140	74	89.56	2.59	0.19	W
0	0	155	97	141	74	58.77	32.49	0.37	W
0	0	154	98	142	74	86.1	3.37	0.5	W
0	0	153	99	143	74	37.8	48.11	0.78	W
0	0	152	100	144	74	83.9	9.87	1.03	W
0	0	151	101	145	74	29.23	60.07	1.47	W
0	0	150	102	146	74	73.21	20.37	1.9	W
0	0	149	103	147	74	18.26	75.37	2.98	W
0	0	156	97	148	74	58.9	35.85	3.16	W
0	0	155	98	149	74	17.9	73.79	5.2	W
0	0	154	99	150	74	32.83	58.39	6.83	W
0	0	153	100	151	74	5.8	79.23	13.61	W
0	0	152	101	152	74	16.11	60.37	21.75	W
0	0	151	102	153	74	4.5	36.88	57.06	W
0	0	150	103	154	74	6.67	16.24	75.84	W
0	0	149	104	155	74	2.97	10.32	85.32	W
0	0	157	97	156	74	4.65	5.87	88.22	W
0	0	156	98	157	74	3.05	5.94	89.74	W
0	0	155	99	158	74	4.55	3.1	91.2	W
0	0	154	100	159	74	0.89	8.48	89.96	W
0	0	153	101	160	74	4.92	2.81	91.21	W
0	0	152	102	161	74	0.97	5.8	92.73	W
0	0	151	103	162	74	3.12	4.05	92.12	W
0	0	150	104	163	74	0.43	3.14	95.99	W
0	0	157	98	164	74	2.23	1.19	96.59	W
0	0	156	99	165	74	0.01	1.97	97.46	W
0	0	155	100	166	74	1.26	0.2	98.54	W
0	0	154	101	167	74	99.52	0	0	W
0	0	153	102	168	74	0	100	0	W
0	0	152	103	169	74	99.41	0	0	W
0	0	151	104	170	74	1.85	98.15	0	W
0	0	150	105	171	74	100	0	0	W
0	0	158	98	172	74	0	100	0	W
0	0	157	99	173	74	99.57	0	0	W
0	0	156	100	109	75	0	0	0	Re
0	0	155	101	110	75	0	0	0	Re
0	0	154	102	111	75	0	0	0	Re
0	0	153	103	112	75	0	0	0	Re
0	0	152	104	113	75	0	0	0	Re
0	0	151	105	114	75	0	0	0	Re
0	0	158	99	115	75	0	0	0	Re
0	0	157	100	116	75	0	0	0	Re
0	0	156	101	117	75	0	0	0	Re
0	0	155	102	118	75	0	0	0	Re
0	0	154	103	119	75	0	0	0	Re
0	0	153	104	120	75	0	0	0	Re
0	0	152	105	121	75	0	0	0	Re
0	0	159	99	122	75	0	0	0	Re
0	0	158	100	123	75	0	0	0	Re
0	0	157	101	124	75	0	0	0	Re
0	0	156	102	125	75	0.02	0	0	Re
0	0	155	103	126	75	0.24	0	0	Re
0	0	154	104	127	75	26.3	0	0	Re
0	0	153	105	128	75	83.27	0	0	Re
0	0	152	106	129	75	82.67	5.16	0	Re
0	0	159	100	130	75	86.52	4.96	0	Re
0	0	158	101	131	75	58.47	38	0.02	Re
0	0	157	102	132	75	80.15	14.31	0.38	Re
0	0	156	103	133	75	53.28	42.98	0.19	Re
0	0	155	104	134	75	77.9	16.46	0.7	Re
0	0	154	105	135	75	10.49	84.6	0.3	Re
0	0	153	106	136	75	88.51	8.72	0.52	Re
0	0	160	100	137	75	32.23	64.11	0.36	Re
0	0	159	101	138	75	81.83	15.91	0.53	Re
0	0	158	102	139	75	31.28	65.6	0.47	Re
0	0	157	103	140	75	77.3	19.96	0.88	Re
0	0	156	104	141	75	25.31	71.59	0.71	Re
0	0	155	105	142	75	69.98	27.41	1.2	Re
0	0	154	106	143	75	14.49	75.26	1.39	Re
0	0	153	107	144	75	52.67	43.73	2.4	Re
0	0	160	101	145	75	10.74	80.01	2.82	Re
0	0	159	102	146	75	33.84	59.94	5.02	Re
0	0	158	103	147	75	4.92	87.95	5.67	Re
0	0	157	104	148	75	20.14	69.67	9.24	Re
0	0	156	105	149	75	7.42	79.38	12.18	Re
0	0	155	106	150	75	11.11	53.04	35.08	Re
0	0	154	107	151	75	1.13	53.4	44.48	Re
0	0	161	101	152	75	7.05	19.49	72.73	Re
0	0	160	102	153	75	1.1	20.06	77.84	Re
0	0	159	103	154	75	2.74	7.53	89.14	Re
0	0	158	104	155	75	1.46	7.53	90.2	Re
0	0	157	105	156	75	2.28	2.79	94.31	Re
0	0	156	106	157	75	0.96	5.69	92.6	Re
0	0	155	107	158	75	1.78	1.89	95.71	Re
0	0	161	102	159	75	0.4	5.28	93.7	Re
0	0	160	103	160	75	2.12	1.74	95.46	Re
0	0	159	104	161	75	0.41	3.41	95.48	Re
0	0	158	105	162	75	1.69	1.86	95.79	Re
0	0	157	106	163	75	0.48	2.32	96.73	Re
0	0	156	107	164	75	1.28	0.88	97.84	Re
0	0	155	108	165	75	0	1.71	98.1	Re
0	0	162	102	166	75	0.69	0	99.31	Re
0	0	161	103	167	75	99.92	0	0	Re
0	0	160	104	168	75	0.84	99.16	0	Re
0	0	159	105	169	75	99.69	0	0	Re
0	0	158	106	170	75	0	100	0	Re
0	0	157	107	171	75	99.97	0	0	Re
0	0	156	108	172	75	0.05	99.65	0	Re
0	0	162	103	173	75	1.07	0.29	98.59	Re
0	0	161	104	174	75	0	1.68	98.32	Re
0	0	160	105	175	75	99.93	0	0	Re
0	0	159	106	108	76	0	0	0	Os
0	0	158	107	110	76	0	0	0	Os
0	0	157	108	111	76	0	0	0	Os
0	0	156	109	112	76	0	0	0	Os
0	0	163	103	113	76	0	0	0	Os
0	0	162	104	114	76	0	0	0	Os
0	0	161	105	115	76	0	0	0	Os
0	0	160	106	116	76	0	0	0	Os
0	0	159	107	117	76	0	0	0	Os
0	0	158	108	118	76	0	0	0	Os
0	0	157	109	119	76	0	0	0	Os
0	0	163	104	120	76	0	0	0	Os
0	0	162	105	121	76	0	0	0	Os
0	0	161	106	122	76	0	0	0	Os
0	0	160	107	123	76	0	0	0	Os
0	0	159	108	124	76	0	0	0	Os
0	0	158	109	125	76	0	0	0	Os
0	0	157	110	126	76	0	0	0	Os
0	0	164	104	127	76	0.39	0	0	Os
0	0	163	105	128	76	4.74	0	0	Os
0	0	162	106	129	76	10.13	0.01	0	Os
0	0	161	107	130	76	26.38	0	0	Os
0	0	160	108	131	76	40.91	3.04	0	Os
0	0	159	109	132	76	65.71	0.05	0	Os
0	0	158	110	133	76	33.38	1.69	0	Os
0	0	164	105	134	76	88.59	0.11	0	Os
0	0	163	106	135	76	70.42	2.8	0	Os
0	0	162	107	136	76	87.23	0.11	0	Os
0	0	161	108	137	76	79.13	2.96	0	Os
0	0	160	109	138	76	87.3	0.29	0	Os
0	0	159	110	139	76	58.94	3.19	0	Os
0	0	165	105	140	76	79.62	0.36	0	Os
0	0	164	106	141	76	72.1	4.27	0	Os
0	0	163	107	142	76	76.68	0.61	0	Os
0	0	162	108	143	76	65.05	9.36	0.01	Os
0	0	161	109	144	76	83.13	1.29	0.02	Os
0	0	160	110	145	76	62.83	20.21	0.13	Os
0	0	165	106	146	76	88.64	2.5	0.21	Os
0	0	164	107	147	76	49.94	42.05	0.47	Os
0	0	163	108	148	76	85.78	4.01	0.6	Os
0	0	162	109	149	76	40.74	46.73	0.87	Os
0	0	161	110	150	76	82.9	9.02	1.3	Os
0	0	166	106	151	76	21.74	72.67	2.11	Os
0	0	165	107	152	76	57.37	37.49	2.71	Os
0	0	164	108	153	76	12.86	79.75	4.66	Os
0	0	163	109	154	76	21.32	65.88	11.08	Os
0	0	162	110	155	76	3.41	46.99	45.29	Os
0	0	161	111	156	76	11.41	28.53	58.57	Os
0	0	167	106	157	76	4.42	29.79	64.7	Os
0	0	166	107	158	76	8.32	11.21	79.15	Os
0	0	165	108	159	76	1.7	14.83	80.11	Os
0	0	164	109	160	76	9.19	8.44	80.82	Os
0	0	163	110	161	76	2.34	14.68	81.92	Os
0	0	162	111	162	76	10.21	8.24	80.24	Os
0	0	167	107	163	76	1.56	11.01	86.74	Os
0	0	166	108	164	76	3.33	3.87	92.31	Os
0	0	165	109	165	76	0.11	3.34	95.22	Os
0	0	164	110	166	76	1.82	0.51	97.67	Os
0	0	163	111	167	76	99.39	0	0	Os
0	0	168	107	168	76	2.74	97.05	0	Os
0	0	167	108	169	76	0	1.18	98.82	Os
0	0	166	109	170	76	100	0	0	Os
0	0	165	110	171	76	99.46	0	0	Os
0	0	164	111	172	76	0.94	94.38	0	Os
0	0	168	108	173	76	3.98	0.93	93.22	Os
0	0	167	109	174	76	0.28	6.7	93.03	Os
0	0	166	110	175	76	99.77	0	0	Os
0	0	165	111	176	76	3.27	96.73	0	Os
0	0	164	112	177	76	99.12	0	0	Os
0	0	169	108	113	77	0	0	0	Ir
0	0	168	109	114	77	0	0	0	Ir
0	0	167	110	115	77	0	0	0	Ir
0	0	166	111	116	77	0	0	0	Ir
0	0	165	112	117	77	0	0	0	Ir
0	0	169	109	118	77	0	0	0	Ir
0	0	168	110	119	77	0	0	0	Ir
0	0	167	111	120	77	0	0	0	Ir
0	0	166	112	121	77	0	0	0	Ir
0	0	165	113	122	77	0	0	0	Ir
0	0	170	109	123	77	0	0	0	Ir
0	0	169	110	124	77	0	0	0	Ir
0	0	168	111	125	77	0	0	0	Ir
0	0	167	112	126	77	0	0	0	Ir
0	0	166	113	127	77	1.29	0	0	Ir
0	0	170	110	128	77	16.57	0	0	Ir
0	0	169	111	129	77	23.09	0.28	0	Ir
0	0	168	112	130	77	46.1	0	0	Ir
0	0	167	113	131	77	39.88	16.98	0	Ir
0	0	171	110	132	77	74.07	0.38	0	Ir
0	0	170	111	133	77	65.62	26.74	0	Ir
0	0	169	112	134	77	94.27	0.69	0	Ir
0	0	168	113	135	77	69.5	25.59	0	Ir
0	0	171	111	136	77	94.99	0.77	0	Ir
0	0	170	112	137	77	78.18	16.2	0	Ir
0	0	169	113	138	77	96.01	1.35	0	Ir
0	0	172	111	139	77	75.71	15.8	0	Ir
0	0	171	112	140	77	95.63	1.97	0.01	Ir
0	0	170	113	141	77	65.24	31.35	0.01	Ir
0	0	172	112	142	77	91.37	4.23	0.07	Ir
0	0	171	113	143	77	50.83	39.61	0.05	Ir
0	0	173	112	144	77	87.19	9.34	0.2	Ir
0	0	172	113	145	77	28.64	58.88	0.25	Ir
0	0	171	114	146	77	78.47	18.5	0.55	Ir
0	0	173	113	147	77	19.77	76.57	0.71	Ir
0	0	172	114	148	77	55.09	41.64	1.35	Ir
0	0	174	113	149	77	22.8	73.41	1.34	Ir
0	0	173	114	150	77	35.37	60.5	2.52	Ir
0	0	172	115	151	77	8.1	87.13	3.06	Ir
0	0	174	114	152	77	20.84	66.84	11.09	Ir
0	0	173	115	153	77	5.18	74.35	19.11	Ir
0	0	175	114	154	77	8.14	31.89	59.33	Ir
0	0	174	115	155	77	2.95	24.8	71.01	Ir
0	0	173	116	156	77	4.36	11.82	83.3	Ir
0	0	175	115	157	77	1.94	8.95	88.16	Ir
0	0	174	116	158	77	2.83	4.36	92.33	Ir
0	0	176	115	159	77	0.35	5.75	93.18	Ir
0	0	175	116	160	77	3.21	4.12	92.16	Ir
0	0	174	117	161	77	1.06	9.17	88.84	Ir
0	0	176	116	162	77	3.15	5.77	90.56	Ir
0	0	175	117	163	77	0.48	5.34	93.62	Ir
0	0	177	116	164	77	1.54	1.42	96.83	Ir
0	0	176	117	165	77	0.63	2.49	96.73	Ir
0	0	175	118	166	77	0.47	0.26	99.27	Ir
0	0	177	117	167	77	99.88	0	0	Ir
0	0	176	118	168	77	0	100	0	Ir
0	0	177	118	169	77	98.81	0	0	Ir
0	0	0	0	170	77	2.62	97.38	0	Ir
0	0	0	0	171	77	99.63	0	0	Ir
0	0	0	0	172	77	4.26	94.43	0	Ir
0	0	0	0	173	77	0.06	1.21	98.57	Ir
0	0	0	0	174	77	0.6	0.04	99.36	Ir
0	0	0	0	175	77	0	1.3	98.63	Ir
0	0	0	0	176	77	0.41	0	99.59	Ir
0	0	0	0	177	77	99.76	0	0	Ir
0	0	0	0	178	77	3.89	90.63	0	Ir
0	0	0	0	179	77	0.17	10.12	89.59	Ir
0	0	0	0	112	78	0	0	0	Pt
0	0	0	0	114	78	0	0	0	Pt
0	0	0	0	116	78	0	0	0	Pt
0	0	0	0	117	78	0	0	0	Pt
