N	Z	P1n	P2n	P3n	P4n	P5n
147	73	2.1	15.5	7.8	12.8	55.1
148	73	15.3	6.2	10.8	4	41.7
149	73	1	17.2	4.2	13	47.7
150	73	15.2	5.9	12.3	2.5	44.8
151	73	1.5	15	5.6	14.5	50.5
152	73	14.3	5.3	15	2.4	51
153	73	1.6	14.8	5.3	16.7	49.7
154	73	13.9	5.3	16.3	2.8	49.8
155	73	1.4	12.8	4.3	19.4	55
156	73	12.3	3.8	18.8	2.4	54.6
157	73	0.3	10.8	2.3	22.1	59.5
158	73	10.4	2.3	20.6	2.1	58.8
159	73	0.1	7.6	1.3	21.6	65.3
160	73	8.2	1.4	20	2.7	62.8
161	73	0	5.2	0	19.6	71.6
162	73	6	0.8	17.7	2.8	68.3
163	73	0	2.6	0	14.7	79.4
164	73	3.7	0	14.8	0.6	76.9
165	73	0	1.4	0	6.7	88.9
166	73	2	0	8.2	0	86.2
167	73	0	0.5	0	1.4	95.9
168	73	0.6	0	1.5	0	95.1
169	73	0	0.3	0	0.9	96.6
170	73	0.4	0	0.8	0	96.2
107	74	0	0	0	0	0
111	74	0	0	0	0	0
113	74	0	0	0	0	0
114	74	0	0	0	0	0
115	74	0	0	0	0	0
116	74	0	0	0	0	0
117	74	0	0	0	0	0
118	74	0	0	0	0	0
119	74	0.2	0	0	0	0
120	74	0	0	0	0	0
121	74	0.7	0	0	0	0
122	74	0.3	0	0	0	0
123	74	1.9	0.2	0	0	0
124	74	1.8	0	0	0	0
125	74	2.7	0.7	0	0	0
126	74	2.9	0.2	0	0	0
127	74	7.2	1.6	0.3	0.1	0
128	74	48.6	1.5	0.6	0	0
129	74	56.9	12.9	1	0.5	0.2
130	74	53.3	2.8	1.5	0.5	0.1
131	74	42	23.9	1.4	1.1	0.6
132	74	45.7	3.3	1.3	0.4	0.7
133	74	24.2	36.7	1.8	1.1	1.1
134	74	46.9	5	1.6	0.5	0.9
135	74	17.2	38	2.5	1.2	1.3
136	74	39	6.2	1.8	0.5	1
137	74	11.6	31.8	3.6	1.3	1.4
138	74	18.6	4.9	1.4	0.4	0.9
139	74	15.4	49.8	10.1	2.8	2.2
140	74	40.3	21.5	4.6	0.9	1.8
141	74	13.2	41.4	19.1	4.6	2.7
142	74	28	31.2	6.6	1.1	2.1
143	74	10.9	28.1	30.4	8.6	3.3
144	74	13.5	25.4	8	1.1	2
145	74	11.6	16.4	33	16.2	4.4
146	74	8.9	15.7	13.8	1.2	2.2
147	74	8.5	10.2	14.1	25.4	5
148	74	9	11.8	25.7	2.6	3.1
149	74	7.6	11.1	7.1	33.2	7.1
150	74	8.8	7.6	32.1	5.3	4.5
151	74	9.4	10.1	5	29.5	14.3
152	74	8.1	4.8	23.5	8.6	5.8
153	74	9.2	10.5	3.9	16.6	26.3
154	74	8.5	3.8	14.6	18.6	10.6
155	74	9.1	11	3.8	10	37.3
156	74	8.2	3.5	9.3	15.3	22.6
157	74	8.2	11.5	3.7	7.6	42.9
158	74	8	3.3	6.9	7.7	35.3
159	74	8.1	11.9	3.6	6.5	46.9
160	74	6.9	3.5	5.5	5.3	41.1
161	74	6.6	12.8	2.9	6.7	49.7
162	74	6.2	3.3	5	3.7	45.2
163	74	4.6	14.1	2.3	6.8	52.3
164	74	6.1	2.5	5	2.9	48.4
165	74	5.8	13.3	3.8	5.6	56.4
166	74	6.3	1.7	4.8	2.2	51.5
167	74	1.7	10.2	4.5	7.8	69.5
168	74	6.8	2.1	3.9	1.9	64.2
169	74	0.5	7.9	2.8	10.2	72.6
170	74	6.1	1.7	3.9	1.5	66.9
171	74	0.2	4	1.6	9.9	79
172	74	5.2	1.1	4	1.2	69.6
173	74	0	2.2	0.1	6.7	86.4
111	75	0	0	0	0	0
113	75	0	0	0	0	0
114	75	0	0	0	0	0
115	75	0.3	0	0	0	0
116	75	0	0	0	0	0
117	75	0.8	0	0	0	0
118	75	0.1	0	0	0	0
119	75	1.2	0	0	0	0
120	75	0.9	0	0	0	0
121	75	1.2	0.3	0	0	0
122	75	1.6	0	0	0	0
123	75	2.6	0.7	0	0	0
124	75	5.6	0.4	0	0	0
125	75	6.8	1.3	0.2	0	0
126	75	11.7	0.9	0.1	0	0
127	75	48.6	2.7	0.4	0.3	0
128	75	84.3	2.7	0.8	0.3	0
129	75	25.2	62.2	1.4	0.6	0.3
130	75	68.9	14.6	3.1	0.6	0.4
131	75	18.4	63.5	2.9	1.7	0.8
132	75	49.3	23.5	3.4	0.6	1
133	75	15.3	53.8	4.1	1.8	1.3
134	75	33.7	28	4.6	0.7	1.2
135	75	11.1	41.6	6.8	2	1.5
136	75	19.7	19.9	6.3	0.6	1.3
137	75	5.7	16.6	8.4	1.8	1.3
138	75	22.5	22.9	15.3	0.9	1.7
139	75	7.5	20.6	21.2	5.5	2
140	75	10.4	8.2	14.9	0.8	1.5
141	75	7.1	27.8	33.5	23.4	3.7
142	75	22.6	15.2	49.2	2.8	3.3
143	75	5.5	25.1	15.6	44.5	4.9
144	75	7.1	3.3	14.2	1.4	1.9
145	75	3.8	14.2	6.6	32	5.4
146	75	15.2	5.8	32.1	6.3	4.6
147	75	3.7	17.3	6.4	37.4	10.7
148	75	16.8	6.8	27.2	19.4	8.5
149	75	3.6	21	5.1	31.4	20.4
150	75	19.1	6.6	16.2	23.8	16.8
151	75	3.2	20.2	5.9	16.5	41.2
152	75	19.3	6.6	11.1	9.5	27.5
153	75	3.1	21.9	5.7	12.1	39.2
154	75	20.3	6.8	11.5	5.2	39.3
155	75	3	21.3	6.7	11.6	45.8
156	75	19.4	7.2	12.1	3.6	45.4
157	75	2.5	20.6	6.1	13	49.8
158	75	18.3	6.5	13.5	2.9	49.7
159	75	1.9	18.2	6.2	14.7	53.6
160	75	16.2	6.6	14.4	3	52.8
161	75	0.8	15	5.4	17.3	57
162	75	13.3	6.7	15.6	2.7	55.9
163	75	0.2	12.2	2.5	21.2	59.7
164	75	10.7	4.5	18.5	2.2	59.2
165	75	0.2	6.4	2.6	21.9	65.2
166	75	7.9	2.2	20.5	2.2	62.8
167	75	0	4	0.9	20.6	71
168	75	2.1	0.3	12.9	2.5	79.2
169	75	0	1.3	0	6.8	89.4
170	75	1.6	0	8.2	1.2	86.2
171	75	0	0.8	0	2.8	94
172	75	1	0	4.2	0	92.1
173	75	0	0.6	0	1.5	95.8
174	75	0.6	0	1.7	0	95
175	75	0	0.3	0	0.8	96.8
109	76	0	0	0	0	0
115	76	0	0	0	0	0
117	76	0	0	0	0	0
118	76	0	0	0	0	0
119	76	0	0	0	0	0
120	76	0	0	0	0	0
121	76	0	0	0	0	0
122	76	0	0	0	0	0
123	76	0.4	0	0	0	0
124	76	0	0	0	0	0
125	76	1.8	0	0	0	0
126	76	1.6	0	0	0	0
127	76	3.7	1.2	0.1	0	0
128	76	17.5	1.1	0.1	0	0
129	76	51.4	4.5	0.7	0.3	0
130	76	33.4	1.6	1.1	0.1	0
131	76	55.1	6	0.9	0.8	0.3
132	76	36.1	1.7	0.9	0.3	0.2
133	76	46.1	8.3	0.9	0.7	0.6
134	76	37.2	1.9	0.9	0.3	0.4
135	76	37.7	11.7	1	0.7	0.7
136	76	36	2	1	0.3	0.5
137	76	22.2	16.7	1.1	0.6	0.8
138	76	9.6	0.9	0.5	0.2	0.5
139	76	27.4	43.7	2.4	1.2	1.3
140	76	55.4	5.4	1.8	0.5	1
141	76	20.4	50	3.4	1.5	1.5
142	76	53.3	7.8	2.2	0.6	1.2
143	76	11.2	34.9	3.7	1.4	1.5
144	76	34.7	8.5	2	0.6	1.2
145	76	11.2	36.8	8.6	2.2	1.9
146	76	29	16.1	3.2	0.7	1.4
147	76	9.7	30.2	19.3	3.7	2.4
148	76	20.4	30.3	5.9	1	1.9
149	76	9.2	21	26.3	6.5	2.8
150	76	15.1	30.3	9.9	1.3	2.2
151	76	9.8	13.8	24.1	11	3.4
152	76	11.9	20.8	16.8	1.7	2.5
153	76	9.8	11.3	14.3	21.9	4.4
154	76	10	11.5	26.6	2.7	3.2
155	76	10.7	10.5	9.1	30.4	7.2
156	76	9.3	8.2	30.4	5.1	4.3
157	76	10.4	10.4	6.3	31.1	12.7
158	76	8.8	6	26.8	11.7	6.6
159	76	10.3	10.2	5.1	20	28.1
160	76	8	5	15.4	22.1	10.9
161	76	9.8	10.3	4.4	12.3	39
162	76	7	4.6	10.4	18.7	21.7
163	76	7.8	11.3	3.4	9.8	44.1
164	76	7.2	3.7	8	9	36.3
165	76	11	10.8	3.7	6.4	50.2
166	76	6.9	3.1	6.5	6.1	42.8
167	76	7.6	12.6	2.9	6.2	52.6
168	76	6.4	2.7	5.3	4.4	47.4
169	76	6.7	13.2	3.1	5.4	55.7
170	76	7.7	2.4	4.2	2.8	62
171	76	2.6	12.2	4.2	6.1	68.5
172	76	10.1	1.1	5	1.1	65.5
173	76	0.6	11.3	2.8	8.3	70.7
174	76	6	2.3	3.5	1.9	66.6
175	76	0.6	5.6	3.6	9.4	75.7
176	76	5.9	1.5	3.9	1.5	69.3
177	76	0.1	2.6	1.2	8.7	83
115	77	0	0	0	0	0
117	77	0	0	0	0	0
118	77	0	0	0	0	0
119	77	0.2	0	0	0	0
120	77	0	0	0	0	0
121	77	0.8	0	0	0	0
122	77	0.5	0	0	0	0
123	77	1.2	0	0	0	0
124	77	1.2	0	0	0	0
125	77	2.1	0.5	0	0	0
126	77	4.9	0.2	0	0	0
127	77	10.4	1.7	0.3	0	0
128	77	77.8	1.6	0.5	0	0
129	77	70.1	15.2	0.9	0.5	0
130	77	78.9	3.5	1.7	0.4	0
131	77	46.7	36.9	1.3	1	0.4
132	77	69.5	4.7	1.6	0.4	0.5
133	77	26	48.3	1.5	1	0.8
134	77	61.8	6.5	1.9	0.5	0.7
135	77	18	49.2	1.8	1.1	0.9
136	77	52.1	10.5	2.3	0.5	0.9
137	77	14.4	45.5	3	1.2	1.1
138	77	35.8	17.1	2.6	0.5	1
139	77	10	36.1	3.6	1.3	1.2
140	77	17.5	14.8	2.6	0.4	0.9
141	77	14.2	63.4	11.3	3.1	1.9
142	77	34.5	43.4	9.8	0.9	1.8
143	77	12.3	49.1	25.4	5	2.3
144	77	28.4	41.4	16.4	1.2	2.1
145	77	11.1	32.3	39.3	9.1	2.8
146	77	18	18.8	24.4	1.2	2
147	77	9.3	23	27.8	17	3.1
148	77	20.2	14.8	38.6	2.1	2.8
149	77	10.1	23	14.6	30.6	3.8
150	77	21.1	10.1	31.8	2.7	3
151	77	10.8	21.2	10.2	31.7	4.9
152	77	22.6	8.6	34.5	5.8	4.3
153	77	9.3	22	7.7	32	7.4
154	77	22.4	6.2	27.5	15.2	7
155	77	5.7	23.4	5.5	32.3	17.9
156	77	22.8	6.4	17.6	22.8	14.4
157	77	4.8	24.3	5	19.7	35.1
158	77	22.5	7	13.6	12.2	32.4
159	77	4.2	24.2	5.5	14.4	43.7
160	77	21.6	7.6	11.1	7.6	42.2
161	77	3.4	23.5	6.1	11.6	49.4
162	77	20.3	8	10.4	5.2	48.1
163	77	1.8	23.2	5.2	11.7	52.8
164	77	19	7.4	11.1	3.6	52.7
165	77	1.6	16.2	9.6	11.2	57.6
166	77	16.6	6.9	12.6	2.7	55.9
167	77	0.6	15.5	5.7	14.9	59.3
168	77	13.8	5.9	14.8	2.1	58.6
169	77	0.3	11	4.8	18.1	62
170	77	10.7	3.4	18.3	1.6	61.7
171	77	0.4	4.4	4.8	19.5	67.7
172	77	7.2	3.7	18.3	2.4	64.1
173	77	0	4.4	0.1	21.8	70.4
174	77	5	1	19	2.4	68.7
175	77	0	1.2	0	6.3	90.1
176	77	1.5	0	7.7	1.1	87
177	77	0	0.7	0	2.2	94.9
178	77	0.9	0	3.4	0.4	92.6
179	77	0	0.4	0	1.3	96.3
113	78	0	0	0	0	0
115	78	0	0	0	0	0
119	78	0	0	0	0	0
121	78	0	0	0	0	0
122	78	0	0	0	0	0
123	78	0	0	0	0	0
124	78	0	0	0	0	0
125	78	0	0	0	0	0
126	78	0	0	0	0	0
127	78	2.4	0.5	0	0	0
128	78	6.6	0.2	0	0	0
129	78	15.5	2.5	0.4	0	0
130	78	9.5	1.1	0.3	0	0
131	78	32.2	2.8	0.6	0.5	0
132	78	14.4	1.3	0.7	0	0
133	78	41.5	3.3	0.7	0.5	0.2
134	78	18	1.3	0.7	0.3	0
135	78	44.9	4.1	0.7	0.5	0.4
136	78	27	1.4	0.8	0.3	0.2
137	78	47.2	5.5	0.9	0.5	0.5
138	78	31.8	1.6	0.8	0.3	0.3
139	78	41.2	8.5	0.9	0.6	0.6
140	78	35.9	1.7	0.9	0.3	0.4
141	78	33.2	14.9	1.1	0.7	0.8
142	78	36.1	2.1	0.9	0.3	0.5
143	78	22.7	25.3	1.4	0.8	0.9
144	78	38.4	2.8	1.1	0.4	0.7
145	78	18.1	34.9	2.1	1	1.1
146	78	44.4	4.2	1.4	0.5	0.9
147	78	15.4	43.7	3.4	1.3	1.4
148	78	44	7.1	1.9	0.5	1.1
149	78	12	46.2	4.9	1.8	1.7
150	78	28.5	7.7	1.8	0.5	1.1
151	78	10.7	34	7.1	1.9	1.7
152	78	29.5	17.8	3.3	0.7	1.5
153	78	10.8	32.3	15.3	3.2	2.2
154	78	21.3	22.5	4.9	0.9	1.7
155	78	10.7	22	22.4	5.3	2.6
156	78	17.5	24.4	9.5	1.2	2.1
157	78	10.9	17.7	23.6	10.9	3.4
158	78	14.8	19.2	18.9	1.8	2.6
159	78	10.6	14.9	16.6	21.7	4.5
160	78	12.5	13.7	26.1	2.9	3.2
161	78	10.2	13.1	11.5	28.6	6.5
162	78	8.6	10.7	33.2	6.3	4.6
163	78	9.2	10.3	7.5	36	11.5
164	78	8.5	7	28.8	13.9	7
165	78	13.1	8.5	6.6	18.3	33.9
166	78	7.4	5.6	17.1	24.4	11.3
167	78	9.9	9.7	4.1	14.6	40.9
168	78	7	4.2	12.4	18.6	24.4
169	78	11.3	9.9	3.7	9.3	48.9
170	78	7.9	2.6	10	8.1	40.1
171	78	8.8	11.2	3.1	6.7	53.5
172	78	6.3	2.8	6.3	8	44.9
173	78	6.7	12.6	2.7	5.5	56.8
174	78	6.1	2.5	4.6	5.1	51.2
175	78	5.9	13.4	3	4.9	60.1
176	78	6	2.1	3.8	3	56.1
177	78	4.5	13	4.4	5.3	63.2
178	78	4.8	2.2	3.1	2.2	59.3
179	78	0.4	13.1	2.7	8.3	66.4
180	78	6.1	1.7	3.9	1.6	70.8
181	78	0.1	2.1	1.4	8.2	84.3
182	78	4.3	1.5	3.9	1.8	74.4
119	79	0	0	0	0	0
120	79	0	0	0	0	0
121	79	0	0	0	0	0
122	79	0	0	0	0	0
123	79	0	0	0	0	0
124	79	0	0	0	0	0
125	79	1.6	0	0	0	0
126	79	1.2	0	0	0	0
127	79	2.7	0.9	0	0	0
128	79	16.8	0.7	0	0	0
129	79	18.2	2.1	0.4	0.1	0
130	79	10.8	0.7	0.5	0	0
131	79	74.2	6.7	0.8	0.7	0.1
132	79	77.3	2.3	1.1	0.3	0
133	79	72.8	11.2	1	0.7	0.4
134	79	78.3	2.9	1.3	0.4	0.3
135	79	52.6	19.5	1	0.7	0.5
136	79	65.1	3.2	1.3	0.4	0.4
137	79	33.5	37.4	1.3	0.8	0.7
138	79	62.9	4.2	1.6	0.4	0.6
139	79	21	47.9	1.5	1	0.8
140	79	58.8	6.2	1.8	0.4	0.7
141	79	15.4	52.2	2	1.1	1
142	79	54.9	10.3	2.4	0.5	0.9
143	79	13.4	54.3	3.1	1.4	1.2
144	79	46.4	19.5	3	0.6	1.1
145	79	12.1	56.1	5.3	1.9	1.5
146	79	37.2	30.8	4.3	0.7	1.3
147	79	11.1	54.9	10.8	2.8	1.8
148	79	29.8	39.3	8.1	0.8	1.6
149	79	10	36.3	13.4	3.1	1.7
150	79	22.3	27.1	8.9	0.8	1.6
151	79	13.3	27.7	23.7	5.2	2.2
152	79	22	24.3	20.8	1.2	2
153	79	13	25.5	26.2	11.8	2.7
154	79	22.2	17.5	32.1	1.8	2.6
155	79	13.2	22.5	20.1	23.9	3.6
156	79	23.9	12.9	36.4	3.1	3.2
157	79	11.9	22.1	14.9	33	4.9
158	79	24.4	9.2	38.8	6.3	4.4
159	79	10.3	23.1	10.7	37.6	7.6
160	79	24.3	7.5	32.2	14.8	6.7
161	79	8.8	24.1	7.3	36.7	14.3
162	79	23.8	7.2	22.4	22.1	12
163	79	6.7	25.5	4.7	28.3	26.8
164	79	25.5	6	18.8	10.5	30.5
165	79	6.3	23.7	6.3	18	40.1
166	79	22.9	7.2	14.5	9.2	37.6
167	79	4.2	24	5.7	14.9	45.7
168	79	22.6	6	14.1	4.9	45.8
169	79	2.7	22.4	6.6	12.9	50.6
170	79	17.4	7	10.2	3.6	57
171	79	0.9	17.2	6.6	10.6	60.8
172	79	14.7	6.8	11.3	2.4	60.1
173	79	0.5	14	5.1	13.8	63
174	79	11.7	5.9	13.4	2.1	62.6
175	79	0.3	8.7	4.6	17	66.1
176	79	8.6	3.9	16.1	2.1	65.4
177	79	0.1	4.3	2.1	19.7	70.6
178	79	5.4	2.8	16.9	2.4	68.6
179	79	0	2.7	0	16.9	77.5
180	79	3.4	0.1	15.2	2.3	75.6
181	79	0	0.7	0	2.4	94.7
182	79	0.8	0	3.2	0.5	93
183	79	0	0.3	0	0.9	97
184	79	0.2	0	0.6	0	97.2
117	80	0	0	0	0	0
123	80	0	0	0	0	0
125	80	0	0	0	0	0
126	80	0	0	0	0	0
127	80	0.8	0	0	0	0
128	80	1.4	0	0	0	0
129	80	2.6	0.9	0	0	0
130	80	2	0	0	0	0
131	80	1.2	0.6	0.2	0	0
132	80	5.2	0.6	0	0	0
133	80	9.8	1.9	0.5	0.1	0
134	80	7.1	1	0.2	0	0
135	80	19.5	2.4	0.6	0.4	0
136	80	10.3	1.2	0.5	0	0
137	80	34.6	3.2	0.6	0.5	0.1
138	80	16.7	1.3	0.7	0.1	0
139	80	55.4	4	0.8	0.5	0.3
140	80	24.4	1.5	0.8	0.3	0
141	80	60.5	5.6	0.9	0.6	0.4
142	80	38.2	1.7	0.9	0.3	0.2
143	80	63.6	8.2	1.1	0.7	0.6
144	80	43.6	2	1	0.4	0.3
145	80	52.8	12	1.2	0.7	0.7
146	80	45.6	2.1	1	0.4	0.5
147	80	44.4	23.5	1.4	0.8	0.9
148	80	52.3	2.7	1.2	0.4	0.6
149	80	28.2	25.8	1.4	0.8	1
150	80	39.4	2.6	1.1	0.4	0.7
151	80	22.3	32.5	1.9	1	1.1
152	80	44.5	4.2	1.4	0.5	0.9
153	80	17.4	40.8	2.8	1.2	1.4
154	80	45.5	7.1	1.8	0.6	1.1
155	80	14.5	44.9	4.8	1.6	1.6
156	80	40.5	12.4	2.4	0.6	1.3
157	80	12.9	43.1	8.4	2.2	1.9
158	80	32.1	21.7	3.7	0.8	1.5
159	80	12	36	16.7	3.3	2.3
160	80	25.2	27.4	5.7	1	1.8
161	80	11.5	26.8	25.2	5.5	2.7
162	80	20.5	28.4	9.6	1.4	2.1
163	80	10.1	22.9	24.9	10.5	3.3
164	80	20.4	12.6	28.9	1.6	3
165	80	10.1	18.5	17.9	22.2	4.3
166	80	14.6	14	29.3	3.1	3.3
167	80	10.6	14.6	12.6	30.5	6.5
168	80	12.7	10.7	31.5	5.6	4.4
169	80	10.2	12.9	9.4	32.1	11.3
170	80	11.5	7.8	27.3	12.6	6.4
171	80	10.9	11.6	6.8	21.4	27.6
172	80	9.9	5.9	16.6	22.9	10.5
173	80	8.7	12.2	4.3	15.2	37.7
174	80	9.5	4.2	12.3	17	24.1
175	80	8.7	12	4.2	10	46
176	80	8.8	3.3	8.7	8.7	38.6
177	80	8	12.3	4.4	6.1	52.8
178	80	7.4	3	5.3	7.2	45.4
179	80	5.3	12.7	3.1	4.9	63.2
180	80	5.8	2.3	3.8	4.2	58.5
181	80	3.5	11.3	5.2	5.4	67
182	80	5.6	2.1	3.3	2.3	63.6
183	80	0.6	6.4	4.2	10.5	73.2
184	80	4.9	3.2	4.7	2.3	69.2
185	80	0	0.5	0	2.4	94.7
186	80	0	0	0.5	0.4	96.4
123	81	0	0	0	0	0
125	81	0	0	0	0	0
126	81	0	0	0	0	0
127	81	1.2	0.1	0	0	0
128	81	3	0	0	0	0
129	81	3.9	1.3	0	0	0
130	81	4.1	0.5	0	0	0
131	81	3	0.9	0.3	0.1	0
132	81	25.5	1.2	0.3	0	0
133	81	47.5	3.3	0.6	0.4	0
134	81	45.6	1.4	0.7	0	0
135	81	66	4.3	0.7	0.5	0.1
136	81	62.4	1.7	0.9	0.2	0
137	81	69.2	6.2	0.7	0.6	0.2
138	81	72.4	2	1	0.3	0.1
139	81	73.8	9.5	1	0.7	0.4
140	81	75	2.4	1.2	0.4	0.2
141	81	67.3	17.8	1.1	0.8	0.6
142	81	78.8	3.2	1.4	0.4	0.4
143	81	42	45.1	1.5	0.9	0.7
144	81	77.8	4.4	1.7	0.4	0.6
145	81	28.3	59.4	1.9	1.1	0.9
146	81	76.1	6.2	2	0.5	0.7
147	81	20.7	66.7	2.4	1.3	1.1
148	81	72.6	9.7	2.5	0.5	0.9
149	81	17.4	69.4	3.2	1.6	1.3
150	81	65.4	16.4	3	0.6	1.1
151	81	19.8	64.3	4.5	1.8	1.5
152	81	53.1	25.6	4.1	0.7	1.3
153	81	18.1	61.9	7.9	2.4	1.7
154	81	39.3	37.6	6.3	0.8	1.6
155	81	14.8	48.2	16.3	3.3	1.9
156	81	29.1	37	11.3	1	1.8
157	81	14.1	39.2	25.9	5.3	2.3
158	81	26.5	29.8	23.4	1.3	2.1
159	81	13.3	33.1	29.3	10.6	2.8
160	81	24.1	23.6	32.6	2	2.6
161	81	13.2	25.7	25.3	23.8	3.7
162	81	23.4	18.3	38.5	3.3	3.2
163	81	12.5	22	20	34	5.4
164	81	24.1	12.8	42.6	5.8	4.5
165	81	8.5	25.5	11.5	40.8	6.4
166	81	23.5	10.5	36.6	13.8	6.5
167	81	7.7	23.6	10	40.4	12.7
168	81	23	8.7	24.5	24.4	11.6
169	81	6	23.7	8.2	28.5	28.4
170	81	21.8	8.4	18.8	18.7	25.1
171	81	4.2	23.3	7.3	19.1	41.2
172	81	20.6	7.9	14.7	10.2	40.1
173	81	2.8	22.5	6.6	15	48.5
174	81	18.9	7.5	13	6.6	48.1
175	81	1.8	19.9	6.8	12.6	54.5
176	81	16.6	7.1	13	3.8	54
177	81	1.1	15.6	7	13.7	58.6
178	81	13.8	6.2	14.2	2.6	58.1
179	81	0.4	11.7	4.8	17.3	62.1
180	81	10.5	4.2	16.5	2.3	62
181	81	0.1	5.7	2.6	20.2	68.1
182	81	6.3	2.4	17.2	3	67.1
183	81	0	2	0.4	13.1	81.8
184	81	2.7	0.4	11.2	2.9	79.2
185	81	0	0.6	0	3.8	93.5
186	81	0.1	0	0.5	0	97.6
187	81	0	0	0	0.3	98.3
123	82	0	0	0	0	0
127	82	0	0	0	0	0
128	82	0	0	0	0	0
129	82	0.2	0	0	0	0
130	82	0	0	0	0	0
131	82	2.2	0	0	0	0
132	82	0	0	0	0	0
133	82	3.1	0.5	0	0	0
134	82	1.5	0	0	0	0
135	82	4.1	1.1	0	0	0
136	82	3	0	0	0	0
137	82	5.1	1.5	0.2	0	0
138	82	4.2	0.2	0	0	0
139	82	8.5	1.7	0.5	0	0
140	82	5	0.8	0	0	0
141	82	11	2.1	0.5	0.3	0
142	82	5.9	1	0.2	0	0
143	82	19.1	2.5	0.6	0.4	0
144	82	7.3	1.1	0.5	0	0
145	82	37.7	3.1	0.7	0.5	0.2
146	82	9.7	1.2	0.7	0.1	0
147	82	50.4	4	0.8	0.5	0.4
148	82	12.4	1.3	0.7	0.3	0
149	82	58.5	5.6	0.9	0.6	0.5
150	82	22.4	1.6	0.8	0.3	0.2
151	82	55.2	7.2	1	0.7	0.7
152	82	29.9	1.8	0.9	0.4	0.4
153	82	52.9	12	1.2	0.7	0.8
154	82	39.4	2.2	1	0.4	0.6
155	82	45	20.6	1.4	0.9	1
156	82	44.7	2.9	1.2	0.4	0.7
157	82	37.1	31.9	1.9	1	1.2
158	82	48.6	4	1.4	0.5	0.9
159	82	29	37.5	2.5	1.2	1.3
160	82	48.3	6.1	1.7	0.6	1.1
161	82	23.7	41.5	3.7	1.5	1.5
162	82	46.6	10.9	2.2	0.7	1.3
163	82	20.1	44.8	6.9	1.9	1.9
164	82	40.6	20.2	3.8	0.8	1.6
165	82	15.6	43.5	10.9	2.7	2.1
166	82	28.5	29	4.9	1	1.8
167	82	13.9	33	21.7	4.2	2.6
168	82	22.4	31.6	8.6	1.2	2.1
169	82	13.5	22.6	30.3	7.2	3.2
170	82	18.1	26.6	17.4	1.8	2.6
171	82	12.9	17.5	26.8	16.3	4.3
172	82	14.6	17	29.2	2.8	3.2
173	82	11.6	14.6	14.9	30.8	6
174	82	11.4	12.5	33.5	5.1	4.2
175	82	11.7	11.8	10.5	34.9	10.9
176	82	9.9	8.7	30.2	12.3	6.5
177	82	10.9	11	6.8	24.2	28.3
178	82	8	6.1	16.9	24.9	11.7
179	82	8.7	11.7	4	14.1	43.5
180	82	7.3	3.9	10.9	14.4	32.7
181	82	7.5	12.5	3.4	8	54
182	82	6.7	2.8	6.6	7.4	48
183	82	5	12.3	4.8	5.3	62.2
184	82	6.1	2.5	4	4.2	57.7
185	82	0	9.6	0.8	13.6	68.7
186	82	1.7	1.4	3.8	3.6	83.2
187	82	0	0.3	0.1	1.4	95.9
188	82	0	0	0.4	0.3	96.6
189	82	0	0	0	0.1	98.1
127	83	0	0	0	0	0
128	83	0	0	0	0	0
129	83	0	0	0	0	0
130	83	0	0	0	0	0
131	83	1.5	0.4	0	0	0
132	83	2.1	0	0	0	0
133	83	3.2	1	0	0	0
134	83	5.6	0	0	0	0
135	83	9.9	1.7	0.3	0	0
136	83	11.3	0.7	0	0	0
137	83	25.1	2.4	0.5	0.1	0
138	83	20.6	1.1	0.2	0	0
139	83	47.4	3.2	0.6	0.3	0
140	83	35.7	1.3	0.6	0	0
141	83	64.2	4.2	0.7	0.5	0.1
142	83	53.3	1.6	0.8	0.1	0
143	83	71.3	5.9	0.8	0.6	0.2
144	83	65	1.8	1	0.3	0
145	83	73.5	8.8	0.9	0.6	0.4
146	83	70.5	2.2	1.1	0.3	0.2
147	83	68.6	15.9	1.1	0.7	0.5
148	83	71.7	2.6	1.2	0.4	0.3
149	83	56.3	30.3	1.3	0.8	0.7
150	83	73.8	3.3	1.4	0.4	0.5
151	83	39	48	1.6	1	0.8
152	83	74.1	4.7	1.7	0.4	0.7
153	83	31.1	55.7	2	1.1	1
154	83	72.3	7.8	2.1	0.5	0.9
155	83	24.9	61.3	2.6	1.4	1.2
156	83	65.6	14.8	2.7	0.6	1
157	83	22.4	62.5	4.1	1.7	1.4
158	83	54.8	25.5	3.8	0.7	1.3
159	83	21.3	60.2	6.6	2.1	1.6
160	83	46.6	31.3	5.7	0.8	1.5
161	83	19.6	54.5	13	3	1.9
162	83	40.1	33.5	10.1	1	1.7
163	83	18.1	42.9	24.4	4.6	2.2
164	83	35.4	28	23.3	1.3	2.1
165	83	14.6	37.2	30.3	8.7	2.7
166	83	32.8	18.6	35.3	1.8	2.6
167	83	13.1	33.4	24.5	19.4	3.3
168	83	30.2	15.8	38.7	3	3.2
169	83	10	27.8	17.1	34.8	4.7
170	83	25.1	13	44	5.5	4.4
171	83	8	27.1	11.7	41	6.6
172	83	22.8	11.7	38	14.4	6.4
173	83	5.1	26.7	8.2	43.5	11.4
174	83	21.1	11	23.2	26.9	11.4
175	83	4	24.7	7.4	29.1	30.3
176	83	19.7	10.1	16.6	17.8	30
177	83	2.8	22	8	17.2	45.9
178	83	17.3	9.7	13.1	9.5	45
