N	Z	P1n	P2n	P3n	P4n	P5n	Element
188	85	0	0	0.9	0.3	96.6	At
189	85	0	0	0	0.5	97.9	At
191	85	0	0	0	0.1	98.5	At
138	86	0	0	0	0	0	Rn
139	86	0.3	0	0	0	0	Rn
140	86	0	0	0	0	0	Rn
141	86	1.9	0	0	0	0	Rn
142	86	0	0	0	0	0	Rn
143	86	2.5	0.2	0	0	0	Rn
144	86	0.1	0	0	0	0	Rn
145	86	4.2	0.8	0	0	0	Rn
146	86	2	0	0	0	0	Rn
147	86	5.9	1.5	0	0	0	Rn
148	86	3.3	0	0	0	0	Rn
149	86	8.2	1.7	0.3	0	0	Rn
150	86	4.2	0.3	0	0	0	Rn
151	86	11.9	1.8	0.5	0.1	0	Rn
152	86	4.8	0.7	0	0	0	Rn
153	86	20.1	2.2	0.6	0.3	0	Rn
154	86	6.1	1	0.3	0	0	Rn
155	86	30	2.7	0.6	0.4	0.1	Rn
156	86	9	1.1	0.6	0	0	Rn
157	86	42.6	3.3	0.7	0.5	0.2	Rn
158	86	15.3	1.3	0.7	0.2	0	Rn
159	86	48	4.3	0.8	0.5	0.4	Rn
160	86	22.7	1.5	0.8	0.3	0.1	Rn
161	86	50.9	5.9	0.9	0.6	0.5	Rn
162	86	29.6	1.7	0.8	0.3	0.3	Rn
163	86	49.2	8.5	1	0.6	0.7	Rn
164	86	35.2	2.1	0.9	0.4	0.4	Rn
165	86	45.1	14.6	1.2	0.7	0.8	Rn
166	86	39.6	2.7	1.1	0.4	0.6	Rn
167	86	36.6	25	1.5	0.8	1	Rn
168	86	43.1	3.7	1.3	0.5	0.8	Rn
169	86	29.4	32.8	2	1	1.1	Rn
170	86	43.1	5.8	1.6	0.5	0.9	Rn
171	86	24.9	36.6	2.7	1.2	1.3	Rn
172	86	39.8	9.9	2	0.6	1.1	Rn
173	86	22.3	38.2	4.2	1.5	1.6	Rn
174	86	31.1	18.7	2.7	0.7	1.3	Rn
175	86	19.8	36.5	7.8	2	1.8	Rn
176	86	23.5	26.5	4.7	0.9	1.6	Rn
177	86	18.5	26.7	18.9	3.1	2.3	Rn
178	86	17.8	28.2	8.1	1.2	1.9	Rn
179	86	8.3	10.6	13.6	3.8	2	Rn
180	86	11.4	12.6	14.8	1.4	2.1	Rn
181	86	10.9	12.7	13.4	17.2	3.7	Rn
182	86	12.7	7.9	25.3	4	3.3	Rn
183	86	9.3	15.5	6.1	27.8	10.4	Rn
184	86	12.9	6.4	15.6	19.5	7.6	Rn
185	86	2.6	16.9	6.3	11.2	35.2	Rn
186	86	9.1	7	9.9	4.9	32.3	Rn
187	86	0	8.8	3.7	13.3	47.1	Rn
188	86	0.6	0	6.4	7.8	45.9	Rn
189	86	0	1.4	0	12.8	63.6	Rn
190	86	0	0	1.1	0	62.9	Rn
191	86	0	0	0	3.5	84.8	Rn
141	87	4.6	0.8	0	0	0	Fr
142	87	4.5	0	0	0	0	Fr
143	87	7.6	1.6	0	0	0	Fr
144	87	7.1	0	0	0	0	Fr
145	87	13.4	2	0.2	0	0	Fr
146	87	9.6	0.5	0	0	0	Fr
147	87	20.9	2.3	0.5	0	0	Fr
148	87	17.7	1	0	0	0	Fr
149	87	49.5	3.1	0.6	0.3	0	Fr
150	87	29.7	1.3	0.3	0	0	Fr
151	87	64.3	4.1	0.7	0.5	0	Fr
152	87	43.5	1.4	0.7	0	0	Fr
153	87	69.5	5.4	0.7	0.5	0.2	Fr
154	87	55	1.7	0.9	0.1	0	Fr
155	87	70.9	7.6	0.8	0.6	0.3	Fr
156	87	49.4	1.7	0.8	0.3	0.1	Fr
157	87	65.1	12	1	0.6	0.4	Fr
158	87	68	2.5	1.1	0.3	0.2	Fr
159	87	60.1	23.5	1.2	0.7	0.6	Fr
160	87	71.3	3.4	1.3	0.4	0.4	Fr
161	87	48.2	37	1.4	0.9	0.7	Fr
162	87	72.2	4.6	1.5	0.4	0.6	Fr
163	87	40.4	44.8	1.6	1	0.9	Fr
164	87	71.5	7.2	1.9	0.5	0.7	Fr
165	87	35.4	50.1	2.1	1.1	1	Fr
166	87	66.7	13.3	2.4	0.5	0.9	Fr
167	87	32	53	2.9	1.4	1.2	Fr
168	87	56.3	24.5	3.3	0.6	1.1	Fr
169	87	29.1	54.1	4.7	1.7	1.4	Fr
170	87	49.3	30.3	5.1	0.7	1.3	Fr
171	87	25.2	53.2	8.7	2.3	1.6	Fr
172	87	44	31.5	9.2	0.9	1.6	Fr
173	87	21.9	45.7	18.6	3.3	1.9	Fr
174	87	41.1	23.9	20.3	1.2	1.9	Fr
175	87	19.1	37	27.3	6	2.3	Fr
176	87	38.2	15.6	31.2	1.7	2.3	Fr
177	87	15.7	34.7	23.9	15.5	3	Fr
178	87	34.6	13.8	35.8	3	3.1	Fr
179	87	11.5	35.2	11.1	30.8	4.1	Fr
180	87	14	5.8	13.4	3.4	2.5	Fr
181	87	7.1	22	6.7	23	5.6	Fr
182	87	21.6	9.8	15.7	17.8	8	Fr
183	87	4.9	24.4	9.1	19	25.2	Fr
184	87	18.3	8.4	17.5	7.7	31.4	Fr
185	87	1.1	15.2	5.3	20.1	33.9	Fr
186	87	10.3	2.4	12.4	5.2	30.1	Fr
187	87	0	18.9	3.4	8	27.6	Fr
188	87	2.8	0	5.5	1	10.6	Fr
189	87	0	14.7	0	26.5	39.9	Fr
190	87	0	0	5.8	0	57.3	Fr
191	87	0	0	0	5.5	88.4	Fr
193	87	0	0	0	0.3	97.3	Fr
195	87	0	0	0	0.1	97.7	Fr
197	87	0	0	0	0.3	95.9	Fr
139	88	0	0	0	0	0	Ra
140	88	0	0	0	0	0	Ra
141	88	0	0	0	0	0	Ra
142	88	0	0	0	0	0	Ra
143	88	0	0	0	0	0	Ra
144	88	0	0	0	0	0	Ra
145	88	1.3	0	0	0	0	Ra
146	88	0	0	0	0	0	Ra
147	88	2.9	0	0	0	0	Ra
148	88	0	0	0	0	0	Ra
149	88	3.7	0.6	0	0	0	Ra
150	88	0.7	0	0	0	0	Ra
151	88	4.7	1.1	0	0	0	Ra
152	88	2.1	0	0	0	0	Ra
153	88	5.8	1.4	0.2	0	0	Ra
154	88	3.7	0	0	0	0	Ra
155	88	9.8	1.8	0.5	0	0	Ra
156	88	4.5	0.5	0	0	0	Ra
157	88	17.3	2	0.6	0.2	0	Ra
158	88	4.5	0.7	0.1	0	0	Ra
159	88	24.2	2.2	0.6	0.4	0	Ra
160	88	8	1	0.4	0	0	Ra
161	88	35.1	2.8	0.7	0.4	0.1	Ra
162	88	12.4	1.2	0.6	0.1	0	Ra
163	88	39.8	3.5	0.7	0.5	0.3	Ra
164	88	19.5	1.4	0.7	0.3	0	Ra
165	88	45.1	4.6	0.8	0.5	0.4	Ra
166	88	27.2	1.6	0.8	0.3	0.2	Ra
167	88	46.4	6.4	1	0.6	0.6	Ra
168	88	34.2	1.9	0.9	0.4	0.3	Ra
169	88	44.7	10.2	1.1	0.7	0.7	Ra
170	88	38	2.4	1	0.4	0.5	Ra
171	88	38	18.2	1.3	0.7	0.8	Ra
172	88	39.1	3.2	1.2	0.4	0.7	Ra
173	88	29.2	27.4	1.6	0.9	1	Ra
174	88	38.8	4.9	1.4	0.5	0.8	Ra
175	88	24.5	32.3	2.1	1	1.2	Ra
176	88	36.1	8.7	1.8	0.6	1	Ra
177	88	23.4	34	3.6	1.3	1.4	Ra
178	88	28.1	18	2.5	0.7	1.3	Ra
179	88	20.4	33.3	6.6	1.8	1.7	Ra
180	88	21.8	25.9	4.5	0.9	1.6	Ra
181	88	19.5	21.8	22.1	3.3	2.3	Ra
182	88	11.8	13.6	7.4	0.9	1.5	Ra
183	88	11.1	15.2	15.7	10.9	2.9	Ra
184	88	15.1	7.7	22.2	2.9	2.7	Ra
185	88	7.2	24.5	8.6	24.7	13.8	Ra
186	88	15.6	10.1	12	13.3	18.8	Ra
187	88	2.4	8.8	12.6	17.3	40.6	Ra
188	88	4.7	2.1	15.2	9.2	39.1	Ra
189	88	0	8	1.6	9.9	65.4	Ra
190	88	0.7	0	4.6	2.6	60.7	Ra
191	88	0	1.3	0	9.6	77.7	Ra
192	88	0	0	0.9	0	67.7	Ra
193	88	0	0	0	2.6	89.5	Ra
195	88	0	0	0	0.4	93.8	Ra
140	89	0	0	0	0	0	Ac
141	89	0	0	0	0	0	Ac
142	89	0	0	0	0	0	Ac
143	89	0	0	0	0	0	Ac
144	89	0	0	0	0	0	Ac
145	89	4	0.6	0	0	0	Ac
146	89	2.4	0	0	0	0	Ac
147	89	4.1	1	0	0	0	Ac
148	89	3.9	0	0	0	0	Ac
149	89	8.9	1.7	0.1	0	0	Ac
150	89	8.5	0.2	0	0	0	Ac
151	89	22	2.2	0.4	0	0	Ac
152	89	12.4	0.8	0	0	0	Ac
153	89	39.9	2.7	0.5	0.1	0	Ac
154	89	17.3	1.1	0.2	0	0	Ac
155	89	54.9	3.2	0.6	0.4	0	Ac
156	89	26	1.3	0.5	0	0	Ac
157	89	67.2	3.8	0.7	0.5	0.1	Ac
158	89	40.1	1.4	0.8	0.1	0	Ac
159	89	69.6	4.8	0.7	0.5	0.2	Ac
160	89	50.2	1.7	0.9	0.3	0	Ac
161	89	59.5	7.9	0.8	0.5	0.3	Ac
162	89	63.8	2.3	1	0.3	0.2	Ac
163	89	63.3	17	1	0.7	0.5	Ac
164	89	69.7	3	1.2	0.4	0.3	Ac
165	89	55.3	28.3	1.2	0.8	0.6	Ac
166	89	72.3	4.1	1.4	0.4	0.5	Ac
167	89	46.7	37.7	1.4	0.9	0.8	Ac
168	89	73.4	6.1	1.8	0.4	0.7	Ac
169	89	42.3	43.3	1.9	1	0.9	Ac
170	89	70.1	11.6	2.2	0.5	0.8	Ac
171	89	38.7	47	2.6	1.2	1.1	Ac
172	89	59	22.2	2.9	0.6	1	Ac
173	89	33.9	50	3.6	1.5	1.3	Ac
174	89	52.1	28.6	4.3	0.7	1.2	Ac
175	89	28.7	51.7	6.2	2	1.5	Ac
176	89	48.2	29.1	8.1	0.9	1.5	Ac
177	89	25.5	43.4	17.7	2.9	1.8	Ac
178	89	44.8	20.8	20	1.2	1.8	Ac
179	89	20.1	39	24.3	5.6	2.2	Ac
180	89	40.7	15.5	29.5	1.8	2.4	Ac
181	89	14.7	39.1	16.1	19.6	3.1	Ac
182	89	34.5	16.9	32	4.5	3.4	Ac
183	89	5.7	17.6	5.8	14.5	3.2	Ac
184	89	12.6	7.2	9.2	9	3.6	Ac
185	89	2.7	28.8	9.4	24.6	29	Ac
186	89	16.9	8.3	25.9	10.3	32.1	Ac
187	89	0	11.3	9.4	24.9	50.5	Ac
188	89	8.5	0	19.1	10.1	56.8	Ac
189	89	0	1.8	0	19.1	75.7	Ac
190	89	1.6	0	12.9	0.5	79.6	Ac
191	89	0	0.4	0	2.3	94.1	Ac
192	89	0.2	0	1.8	0	92.1	Ac
193	89	0	0.1	0	1.1	95.6	Ac
194	89	0	0	0.1	0	95	Ac
195	89	0	0	0	1.2	95	Ac
197	89	0	0	0	0.5	96.2	Ac
199	89	0	0	0	0.4	96.6	Ac
201	89	0	0	0	0.3	97.1	Ac
203	89	0	0	0	0.1	98.1	Ac
205	89	0	0	0	0.1	98.2	Ac
141	90	0	0	0	0	0	Th
143	90	0	0	0	0	0	Th
144	90	0	0	0	0	0	Th
145	90	0	0	0	0	0	Th
146	90	0	0	0	0	0	Th
147	90	0	0	0	0	0	Th
148	90	0	0	0	0	0	Th
149	90	0.4	0	0	0	0	Th
150	90	0	0	0	0	0	Th
151	90	1.5	0	0	0	0	Th
152	90	0	0	0	0	0	Th
153	90	3.4	0.2	0	0	0	Th
154	90	0	0	0	0	0	Th
155	90	4.1	0.8	0	0	0	Th
156	90	1.5	0	0	0	0	Th
157	90	5.1	1.3	0	0	0	Th
158	90	2.8	0	0	0	0	Th
159	90	6	1.5	0.3	0	0	Th
160	90	3.5	0.2	0	0	0	Th
161	90	7.9	1.6	0.5	0	0	Th
162	90	4	0.7	0	0	0	Th
163	90	9.5	1.8	0.5	0.2	0	Th
164	90	5.1	0.9	0.3	0	0	Th
165	90	15.8	1.9	0.5	0.4	0	Th
166	90	6.4	1	0.5	0	0	Th
167	90	21.7	2.3	0.6	0.4	0.2	Th
168	90	9.8	1.1	0.6	0.2	0	Th
169	90	39	3.6	0.8	0.5	0.3	Th
170	90	24.6	1.4	0.7	0.3	0.1	Th
171	90	41.6	4.8	0.9	0.5	0.5	Th
172	90	30	1.7	0.8	0.3	0.3	Th
173	90	39.8	7.5	1	0.6	0.6	Th
174	90	33.2	2.2	0.9	0.4	0.4	Th
175	90	34.5	13.7	1.1	0.7	0.7	Th
176	90	35	2.9	1.1	0.4	0.6	Th
177	90	28.7	22.8	1.5	0.8	0.9	Th
178	90	35.2	4.5	1.3	0.5	0.8	Th
179	90	24.8	28.1	2	1	1.1	Th
180	90	33.1	9.3	1.8	0.6	1	Th
181	90	23	30.8	3.6	1.3	1.4	Th
182	90	24	20.8	3	0.7	1.3	Th
183	90	21.5	25.7	14.9	2.5	1.9	Th
184	90	21	21.6	8.9	1.2	1.8	Th
185	90	13.3	27.1	8.8	20.9	3.3	Th
186	90	18.3	13	17.2	9.9	3.7	Th
187	90	4.6	18.7	14.1	16.3	24.7	Th
188	90	10.8	5.6	15.7	8	23.8	Th
189	90	1	8.2	5.6	19.2	43.5	Th
190	90	7.6	1.5	8.7	5.4	39.2	Th
191	90	0	7.6	0.5	10.1	61.1	Th
192	90	5.6	0	7.2	1.3	41.5	Th
193	90	0	5.9	0	7.8	66.9	Th
194	90	1.9	0	5.7	0	47.7	Th
195	90	0	2.6	0	6.2	56.3	Th
196	90	0	0	1.5	0	42.8	Th
197	90	0	0	0	8.6	64.6	Th
199	90	0	0	0	4.1	79.1	Th
201	90	0	0	0	0.5	95.2	Th
143	91	0	0	0	0	0	Pa
144	91	0	0	0	0	0	Pa
145	91	0	0	0	0	0	Pa
146	91	0	0	0	0	0	Pa
147	91	0	0	0	0	0	Pa
148	91	0	0	0	0	0	Pa
149	91	3.4	0.4	0	0	0	Pa
150	91	1.5	0	0	0	0	Pa
151	91	3.6	0.8	0	0	0	Pa
152	91	2.5	0	0	0	0	Pa
153	91	4	1.2	0	0	0	Pa
154	91	4	0	0	0	0	Pa
155	91	15.6	1.9	0.3	0	0	Pa
156	91	11.5	0.6	0	0	0	Pa
157	91	35.1	2.5	0.5	0	0	Pa
158	91	17.3	1.1	0	0	0	Pa
159	91	52.3	2.9	0.6	0.3	0	Pa
160	91	23.3	1.2	0.4	0	0	Pa
161	91	62	3.4	0.6	0.4	0	Pa
162	91	35.5	1.4	0.7	0	0	Pa
163	91	61.7	4.2	0.6	0.5	0.1	Pa
164	91	46.8	1.6	0.8	0.2	0	Pa
165	91	69.6	5.3	0.8	0.5	0.3	Pa
166	91	53.3	1.8	0.9	0.3	0.1	Pa
167	91	65.7	7.6	0.8	0.6	0.4	Pa
168	91	58.6	2.1	1	0.3	0.2	Pa
169	91	64.7	13.1	1	0.6	0.5	Pa
170	91	59.7	2.7	1.1	0.4	0.4	Pa
171	91	60.2	20.2	1.2	0.7	0.7	Pa
172	91	61.8	4	1.4	0.4	0.6	Pa
173	91	50.8	25.8	1.3	0.8	0.8	Pa
174	91	60.7	7.1	1.6	0.4	0.7	Pa
175	91	46	29.8	1.6	1	0.9	Pa
176	91	55.4	13.8	2.2	0.5	0.9	Pa
177	91	37.5	45.9	3.3	1.4	1.2	Pa
178	91	55.3	25.9	4.6	0.7	1.2	Pa
179	91	30.7	48.8	7	1.9	1.5	Pa
180	91	50.3	24.9	10.8	0.9	1.5	Pa
181	91	23.1	43.8	19.2	3.4	1.9	Pa
182	91	45.1	18	23.7	1.4	2	Pa
183	91	14.4	43.9	18.3	14	2.7	Pa
184	91	35.5	18.7	29.4	3.7	2.9	Pa
185	91	6	39.4	11.4	30.6	5.9	Pa
186	91	21.5	17.6	25.7	12.1	15.4	Pa
187	91	0.6	20.2	12.8	30.4	31.7	Pa
188	91	15.6	3.7	25.4	11.8	37.5	Pa
189	91	0	5.1	3.3	28.6	58.9	Pa
190	91	9.2	0	18	4.6	62.3	Pa
191	91	0	2.2	0	15.8	78.2	Pa
192	91	4.7	0	16.6	0	72.2	Pa
193	91	0	1.2	0	5.7	89.3	Pa
194	91	5.8	0	19.2	0	64.5	Pa
195	91	0	1.1	0	5.4	88.5	Pa
196	91	2.3	0	8.7	0	78.6	Pa
197	91	0	0.4	0	2.8	92.3	Pa
198	91	0.2	0	1.5	0	90.3	Pa
199	91	0	0.1	0	1.6	94.1	Pa
200	91	0	0	0.1	0	92.8	Pa
201	91	0	0	0	1.2	95.1	Pa
203	91	0	0	0	0.6	96	Pa
205	91	0	0	0	0.4	96.5	Pa
207	91	0	0	0	0.2	97.8	Pa
209	91	0	0	0	0.1	98	Pa
211	91	0	0	0	0.1	98.1	Pa
144	92	0	0	0	0	0	U
145	92	0	0	0	0	0	U
146	92	0	0	0	0	0	U
147	92	0	0	0	0	0	U
148	92	0	0	0	0	0	U
149	92	0	0	0	0	0	U
150	92	0	0	0	0	0	U
151	92	0	0	0	0	0	U
152	92	0	0	0	0	0	U
153	92	0	0	0	0	0	U
154	92	0	0	0	0	0	U
155	92	0.7	0	0	0	0	U
156	92	0	0	0	0	0	U
157	92	2	0	0	0	0	U
158	92	0	0	0	0	0	U
159	92	3.8	0.4	0	0	0	U
160	92	0.4	0	0	0	0	U
161	92	4.3	0.9	0	0	0	U
162	92	2	0	0	0	0	U
163	92	4.2	1.3	0	0	0	U
164	92	3.1	0	0	0	0	U
165	92	5.7	1.4	0.3	0	0	U
166	92	3.5	0.5	0	0	0	U
167	92	6.7	1.5	0.5	0.1	0	U
168	92	4.3	0.8	0.1	0	0	U
169	92	11	1.7	0.5	0.3	0	U
170	92	5	0.9	0.4	0	0	U
171	92	17.4	1.9	0.6	0.4	0.1	U
172	92	7.6	1	0.6	0.1	0	U
173	92	18.4	2.3	0.6	0.4	0.2	U
174	92	11.1	1.1	0.6	0.3	0	U
175	92	22	2.8	0.7	0.4	0.3	U
176	92	15.7	1.3	0.7	0.3	0.2	U
177	92	25.2	3.7	0.8	0.5	0.5	U
178	92	18.2	1.5	0.7	0.3	0.4	U
179	92	21.5	6.7	0.8	0.6	0.6	U
180	92	21.1	2	0.9	0.4	0.5	U
181	92	18.6	13.3	1.1	0.7	0.8	U
182	92	22.2	3.5	1.1	0.4	0.7	U
183	92	18.4	19.1	1.9	0.9	1.1	U
184	92	18	10.3	1.7	0.5	1	U
185	92	13.1	19.8	8.3	2.2	1.5	U
186	92	21.7	12.6	14.7	1.5	1.9	U
187	92	10.3	25.7	14.4	18.4	5.8	U
188	92	14.1	8.4	14	12	6.3	U
189	92	4.4	18	8.8	19.2	23.9	U
190	92	10.1	4.7	11.6	6.3	20.8	U
191	92	2	15.4	5.5	12.8	38.5	U
192	92	9.2	2.1	10.1	3.9	28.1	U
193	92	3.1	8.9	5.7	6.8	29.1	U
194	92	4.3	0.8	4.1	1.6	21.6	U
195	92	0	11.1	0	11	31.9	U
196	92	4	0.1	3.5	0.7	25.1	U
197	92	0	5.8	1.4	9.5	40.8	U
198	92	3	0	3.2	0.1	28.2	U
199	92	0	4.9	0	9.6	47.1	U
200	92	1.8	0	2.9	0	31.9	U
201	92	0	2.9	0	6.9	56	U
202	92	0.3	0	1.9	0	36.6	U
203	92	0	0.6	0	5.6	64	U
204	92	0	0	0.4	0	42.9	U
205	92	0	0	0	5.9	72.1	U
207	92	0	0	0	6.2	78.3	U
209	92	0	0	0	0.2	95.4	U
211	92	0	0	0	0.1	95.9	U
146	93	0	0	0	0	0	Np
147	93	0	0	0	0	0	Np
148	93	0	0	0	0	0	Np
149	93	0	0	0	0	0	Np
150	93	0	0	0	0	0	Np
151	93	0	0	0	0	0	Np
152	93	0	0	0	0	0	Np
153	93	3.2	0.2	0	0	0	Np
154	93	1	0	0	0	0	Np
155	93	3.3	0.7	0	0	0	Np
156	93	2.2	0	0	0	0	Np
157	93	4.1	1.1	0	0	0	Np
158	93	3.4	0	0	0	0	Np
159	93	5	1.3	0.1	0	0	Np
160	93	10.4	0.4	0	0	0	Np
161	93	30.2	2.3	0.5	0	0	Np
162	93	15.7	1	0	0	0	Np
163	93	34	2.7	0.5	0.2	0	Np
164	93	22.9	1.2	0.3	0	0	Np
165	93	55.3	3.1	0.6	0.4	0	Np
166	93	32.2	1.3	0.6	0	0	Np
167	93	56.7	3.6	0.6	0.5	0.1	Np
168	93	42.7	1.5	0.8	0.2	0	Np
169	93	64.4	4.3	0.7	0.5	0.2	Np
170	93	46.2	1.7	0.9	0.3	0	Np
171	93	63.9	5.8	0.8	0.5	0.3	Np
172	93	57.1	1.9	1	0.3	0.2	Np
173	93	56.8	9.2	0.8	0.6	0.5	Np
174	93	60.7	2.7	1.1	0.4	0.4	Np
175	93	56.8	15.8	1	0.7	0.6	Np
176	93	60.9	3.9	1.3	0.4	0.5	Np
177	93	52.4	20.9	1.2	0.8	0.7	Np
178	93	58.6	7.7	1.6	0.4	0.7	Np
179	93	43.6	25.6	1.4	0.9	0.9	Np
180	93	54.9	13.1	2.3	0.5	0.9	Np
181	93	43	30.8	2.7	1.2	1.1	Np
182	93	52.6	16.2	4.3	0.6	1.2	Np
183	93	36	35.3	9.5	2	1.5	Np
184	93	46.2	13.5	12.9	0.9	1.6	Np
185	93	27.8	35.1	8.8	11.4	2.2	Np
186	93	40.6	12.9	17.5	4.3	2.5	Np
187	93	5.4	47	11.7	18	9.5	Np
188	93	38.9	6.8	17.6	7.5	13.7	Np
189	93	1.4	38.3	7.9	19.6	25	Np
190	93	17.3	3.2	25.8	6.7	39.9	Np
191	93	0.3	7.6	5.2	24.8	57.7	Np
192	93	14.6	0	24.7	2.1	52.3	Np
193	93	0	22.7	0	25.1	44.4	Np
194	93	25.9	0	18.4	1.6	37.1	Np
195	93	0	10.9	0	27.6	54.6	Np
196	93	21.4	0	14.6	0	48.4	Np
197	93	0	5.3	0	25.2	63.2	Np
198	93	13.5	0	18.3	0	56.7	Np
199	93	0	2.1	0	12.6	80.2	Np
200	93	7.2	0	16.5	0	65.7	Np
201	93	0	1.2	0	5.5	88.6	Np
202	93	3.1	0	9.1	0	78.7	Np
203	93	0	0.6	0	2.9	92.1	Np
204	93	1	0	2.6	0	88.8	Np
205	93	0	0.3	0	2	93.6	Np
206	93	0.1	0	0.9	0	92	Np
207	93	0	0	0	1.4	94.8	Np
208	93	0	0	0.1	0	93.8	Np
209	93	0	0	0	0.8	95.6	Np
211	93	0	0	0	13.6	73.8	Np
213	93	0	0	0	0.3	97.5	Np
215	93	0	0	0	0.2	97.7	Np
147	94	0	0	0	0	0	Pu
148	94	0	0	0	0	0	Pu
149	94	0	0	0	0	0	Pu
150	94	0	0	0	0	0	Pu
151	94	0	0	0	0	0	Pu
152	94	0	0	0	0	0	Pu
153	94	0	0	0	0	0	Pu
154	94	0	0	0	0	0	Pu
155	94	0	0	0	0	0	Pu
156	94	0	0	0	0	0	Pu
157	94	0	0	0	0	0	Pu
158	94	0	0	0	0	0	Pu
159	94	0.5	0	0	0	0	Pu
160	94	0	0	0	0	0	Pu
161	94	1.4	0	0	0	0	Pu
162	94	0	0	0	0	0	Pu
163	94	3.2	0.2	0	0	0	Pu
164	94	0.2	0	0	0	0	Pu
165	94	4.1	0.7	0	0	0	Pu
166	94	1.9	0	0	0	0	Pu
167	94	4.2	1.2	0	0	0	Pu
168	94	3	0	0	0	0	Pu
169	94	5.1	1.3	0.2	0	0	Pu
170	94	3.3	0.4	0	0	0	Pu
171	94	6.3	1.4	0.5	0	0	Pu
172	94	3.9	0.8	0	0	0	Pu
173	94	6.8	1.5	0.5	0.2	0	Pu
174	94	4.4	0.8	0.3	0	0	Pu
175	94	10.1	1.7	0.5	0.4	0	Pu
176	94	4.4	1	0.5	0.1	0	Pu
177	94	20.3	1.7	0.7	0.3	0.2	Pu
178	94	6.1	1.1	0.5	0.3	0	Pu
179	94	13.3	2.4	0.6	0.4	0.3	Pu
180	94	11.1	1.2	0.6	0.3	0.2	Pu
181	94	18.8	4	0.7	0.5	0.5	Pu
182	94	16.7	1.7	0.8	0.3	0.4	Pu
183	94	18.6	10.6	1	0.6	0.7	Pu
184	94	18.8	3	1	0.4	0.6	Pu
185	94	16.3	17.8	2	1	1.1	Pu
186	94	13.3	9.8	1.9	0.6	1	Pu
187	94	13.2	14.7	11	4.1	1.9	Pu
188	94	9.9	5.9	10.3	1.6	1.8	Pu
189	94	7.6	11.9	6.2	12.1	5.8	Pu
190	94	7.8	3.8	8.4	5.1	5.2	Pu
191	94	7.5	11	4.4	7.9	16	Pu
192	94	6.1	3.1	6.6	3.4	11.3	Pu
193	94	6.3	14	2.7	6.8	17.1	Pu
194	94	5.9	1.7	5.8	1.9	13.3	Pu
195	94	3.6	15.8	2.2	6.4	20.6	Pu
196	94	4.8	1.8	4.9	1.8	15.5	Pu
197	94	2.4	16.6	2.2	6.4	24.1	Pu
198	94	4.9	1.1	5	1.4	17.9	Pu
199	94	1.7	16.1	2.4	7	27.6	Pu
200	94	4.4	0.8	4.5	1.3	20.1	Pu
201	94	0	16.4	0.5	9.5	30.8	Pu
202	94	4.5	0	4.8	0.5	23	Pu
203	94	0	12.6	0.7	12.1	35.7	Pu
204	94	3.6	0	4.1	0.5	26.4	Pu
205	94	0	8.9	0	14.5	41.8	Pu
206	94	2.8	0	3.5	0.1	30.1	Pu
207	94	0	5.7	0	13.1	50.3	Pu
208	94	1.8	0	2.7	0	33.9	Pu
209	94	0	3.3	0	9.4	60.2	Pu
210	94	0.4	0	1.5	0	28.9	Pu
211	94	0	0.6	0	7.6	58.8	Pu
212	94	0	0	0.5	0	33.6	Pu
213	94	0	0	0	1.2	92.6	Pu
215	94	0	0	0	0.5	93.8	Pu
217	94	0	0	0	0.2	94.9	Pu
149	95	0	0	0	0	0	Am
150	95	0	0	0	0	0	Am
151	95	0	0	0	0	0	Am
152	95	0	0	0	0	0	Am
153	95	0	0	0	0	0	Am
154	95	0	0	0	0	0	Am
155	95	0	0	0	0	0	Am
156	95	0	0	0	0	0	Am
157	95	0	0	0	0	0	Am
158	95	0.6	0	0	0	0	Am
159	95	3.9	0.6	0	0	0	Am
160	95	2.2	0	0	0	0	Am
161	95	4.3	1	0	0	0	Am
162	95	3.2	0	0	0	0	Am
163	95	4.3	1.3	0.1	0	0	Am
164	95	8.5	0.3	0	0	0	Am
165	95	25	2.2	0.4	0	0	Am
166	95	16	1	0	0	0	Am
167	95	32.5	2.5	0.5	0.1	0	Am
168	95	22.6	1.2	0.3	0	0	Am
169	95	48.3	2.8	0.6	0.3	0	Am
170	95	28.3	1.3	0.6	0	0	Am
171	95	60.4	3.1	0.7	0.4	0.1	Am
172	95	34.4	1.4	0.8	0.1	0	Am
173	95	44.4	3.8	0.6	0.5	0.2	Am
174	95	41.3	1.6	0.8	0.3	0	Am
175	95	53	4.8	0.7	0.5	0.3	Am
176	95	33.7	2	0.8	0.3	0.2	Am
177	95	75.5	7	1.2	0.5	0.5	Am
178	95	36	2.5	0.9	0.4	0.3	Am
179	95	42.3	11	0.8	0.7	0.6	Am
180	95	50.4	3.7	1.2	0.4	0.6	Am
181	95	47.1	15	1.1	0.7	0.7	Am
182	95	49.7	6.8	1.6	0.4	0.7	Am
183	95	45.3	22.2	1.7	1	1	Am
184	95	44.3	9.6	2.7	0.5	1	Am
185	95	34	30	5.6	1.9	1.3	Am
186	95	42.2	9.4	8.6	0.8	1.4	Am
187	95	25.4	41.8	9.1	9	2.4	Am
188	95	43.4	7.1	13	4.3	2.8	Am
189	95	8.7	49.7	7.6	13.2	8.5	Am
190	95	47.2	5.2	12.6	3.3	10.6	Am
191	95	5.2	45.4	8.9	13	16.3	Am
